Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_VSWR,
79932222,-1.462260547,0.8450588856,-58.90075165,11.9081297,
80166666,-1.490630275,0.8423032691,-65.76040624,11.68257109,
80401111,-1.519425405,0.8395155209,-72.66015049,11.46226434,
80635555,-1.551392515,0.836431489,-79.64249352,11.22729233,
80870000,-1.585126844,0.8331892497,-86.70911451,10.98963494,
81104444,-1.622730742,0.8295899132,-93.86286312,10.73639447,
81338888,-1.660421455,0.8259978697,-101.10879,10.49411215,
81573333,-1.705791972,0.8216945404,-108.4763042,10.21670646,
81807777,-1.75099701,0.817429204,-115.9605729,9.954654541,
82042222,-1.801850654,0.8126573493,-123.560982,9.675625614,
82276666,-1.856729248,0.8075390593,-131.3628818,9.391718924,
82511111,-1.916304839,0.8020191867,-139.3325271,9.10198901,
82745555,-1.981954364,0.7959802311,-147.5222749,8.8029716,
82980000,-2.049539177,0.7898107511,-155.9610456,8.515234534,
83214444,-2.124561686,0.7830183065,-164.664766,8.217367454,
83448888,-2.20513641,0.7757882178,-173.748187,7.920137828,
83683333,-2.290928188,0.7681633641,176.7744745,7.62676424,
83917777,-2.384115989,0.759966066,166.833516,7.332155234,
84152222,-2.48436548,0.7512452274,156.3268861,7.040046746,
84386666,-2.593534271,0.741862274,145.1092512,6.747802041,
84621111,-2.710564224,0.7319337762,133.0407009,6.460842966,
84855555,-2.836710057,0.7213806638,119.9423441,6.178252692,
85090000,-2.965957496,0.7107258723,105.4833905,5.913857164,
85324444,-3.098441126,0.6999676093,89.32675974,5.665946951,
85558888,-3.218601277,0.6903509648,70.95657196,5.458925341,
85793333,-3.305422265,0.6834848409,49.81371681,5.318812678,
86027777,-3.320486534,0.6823004745,25.24963431,5.29525649,
86262222,-3.218444323,0.6903634396,-3.226340771,5.459185561,
86496666,-2.971827341,0.7102457325,-35.37435595,5.902400497,
86731111,-2.632692106,0.7385253289,-70.02269321,6.648924431,
86965555,-2.353573739,0.7626430433,-104.9800989,7.426127584,
87200000,-2.298921852,0.767456745,-137.9220475,7.600550467,
87434444,-2.515944978,0.7485188662,-166.7195543,6.952882867,
87668888,-2.741472235,0.7293338797,170.2209709,6.389177476,
87903333,-2.472620256,0.7522617625,150.2653165,7.073037172,
88137777,-2.121432385,0.7833004585,129.264613,8.229368859,
88372222,-2.01296984,0.7931430225,108.6717471,8.668516017,
88606666,-2.045225665,0.7902030775,89.38187345,8.533028303,
88841111,-2.126098444,0.7828797826,71.26993619,8.211486722,
89075555,-2.218219035,0.7746206107,54.0848416,7.873925898,
89310000,-2.303874747,0.7670192482,37.57132214,7.584400148,
89544444,-2.373986918,0.7608528191,21.58513855,7.363050707,
89778888,-2.428042028,0.7561324884,6.103720719,7.20117443,
90013333,-2.462544617,0.7531348931,-8.959396871,7.101590481,
90247777,-2.478211738,0.751777655,-23.61858595,7.057292344,
90482222,-2.47861306,0.7517429208,-37.86750605,7.056165031,
90716666,-2.464370223,0.7529766154,-51.73910996,7.096399469,
90951111,-2.44179543,0.7549361613,-65.18782882,7.16113879,
91185555,-2.410254517,0.7576825307,-78.25346815,7.253635223,
91420000,-2.380281136,0.7603016678,-90.94809551,7.343821094,
91654444,-2.347908189,0.7631406552,-103.2525093,7.443829824,
91888888,-2.320703755,0.7655345787,-115.2415021,7.530042462,
92123333,-2.303933409,0.767014068,-126.8901476,7.584209282,
92357777,-2.304209814,0.7669896603,-138.1937822,7.583310091,
92592222,-2.316290029,0.7659236832,-149.1330309,7.544221932,
92826666,-2.338140768,0.7639993016,-159.69844,7.474551193,
93061111,-2.355514981,0.7624726164,-169.9580196,7.420081801,
93295555,-2.365061308,0.7616350724,179.9408831,7.390496119,
93530000,-2.379854473,0.7603390159,169.827628,7.345121369,
93764444,-2.419633708,0.756864812,159.5821904,7.225876381,
93998888,-2.513864795,0.7486981504,149.0533575,6.958556625,
94233333,-2.703302123,0.7325459875,138.1139999,6.477921086,
94467777,-3.082244792,0.7012740369,126.5264317,5.695099345,
94702222,-3.836395403,0.6429544846,114.2720274,4.601526734,
94936666,-5.372653668,0.5387252317,102.5683602,3.335810535,
95171111,-8.19664975,0.3891952332,98.87433724,2.274368683,
95405555,-9.821777274,0.3227833587,118.5430424,1.953264699,
95640000,-7.205314197,0.436248845,129.982433,2.547664572,
95874444,-5.00131627,0.5622561138,123.9723659,3.568881629,
96108888,-3.792584124,0.6462057139,114.0950072,4.653002545,
96343333,-3.117290601,0.6984502384,104.117837,5.632404515,
96577777,-2.712181028,0.7317975457,94.63899504,6.45705331,
96812222,-2.456560578,0.7536539351,85.68447562,7.118660232,
97046666,-2.286637398,0.7685429271,77.16768215,7.640911142,
97281111,-2.172572342,0.7787021663,69.01932805,8.037594119,
97515555,-2.094291024,0.7857519162,61.15495729,8.334972636,
97750000,-2.044759285,0.7902455078,53.52597319,8.534956697,
97984444,-2.017754815,0.7927062078,46.14212611,8.648142278,
98218888,-1.998556486,0.7944602557,38.98205204,8.730478193,
98453333,-1.982077791,0.7959689203,32.05593956,8.802428156,
98687777,-1.951927427,0.7987366798,25.31454488,8.937230479,
98922222,-1.891388811,0.8043231328,18.65020994,9.220932237,
99156666,-1.797367518,0.8130769027,11.95390795,9.69958731,
99391111,-1.67596997,0.8245205826,5.03701429,10.39734808,
99625555,-1.554438843,0.8361381859,-2.207383948,11.20540619,
99860000,-1.441124794,0.8471177081,-9.763722359,12.08195982,
100094444,-1.347877764,0.8562608976,-17.61910823,12.9140983,
100328888,-1.274133383,0.8635616169,-25.78550953,13.65863165,
100563333,-1.218900262,0.8690704571,-34.3233305,14.2753913,
100797777,-1.179458998,0.8730257433,-43.37828791,14.75122431,
101032222,-1.160181675,0.8749654742,-53.12168382,14.99558192,
101266666,-1.161863304,0.8747960931,-63.91358607,14.97394243,
101501111,-1.197644461,0.8711998199,-76.32120878,14.5279286,
101735555,-1.294334101,0.8615555708,-91.40459474,13.44622952,
101970000,-1.528649785,0.838624432,-111.1614616,11.3934498,
102204444,-2.077913549,0.7872348699,-139.7226313,8.400036553,
102438888,-3.282877873,0.6852611431,175.2341408,5.354474371,
102673333,-4.647312078,0.5856449411,107.6178865,3.826778283,
102907777,-4.176763892,0.6182466978,40.84974941,4.238985461,
103142222,-3.127519787,0.6976281727,-2.291147338,5.614372833,
103376666,-2.501771577,0.7497412762,-29.47374984,6.991729399,
103611111,-2.182833496,0.7777827827,-48.59645935,8.000202703,
103845555,-2.02722793,0.7918421279,-63.55557517,8.608092067,
104080000,-1.96766912,0.7972904168,-76.34711432,8.866331764,
104314444,-1.984133769,0.7957805342,-88.09253161,8.793385722,
104548888,-2.09461587,0.7857225302,-99.66114789,8.333692442,
104783333,-2.359488913,0.7621238529,-111.9711886,7.40773665,
105017777,-3.010848107,0.7070621584,-126.7336554,5.827386961,
105252222,-4.987288815,0.5631648744,-147.5177824,3.578386405,
105486666,-15.98123661,0.1588320603,-171.7603748,1.377646491,
105721111,-6.827029911,0.4556679725,-62.37628692,2.674228043,
105955555,-2.782431492,0.7259027228,-90.36541373,6.296679559,
106190000,-1.852974309,0.8078882366,-107.7541779,9.41060664,
106424444,-1.541330372,0.837401012,-119.9393373,11.30019956,
106658888,-1.407559746,0.8503975742,-129.6635641,12.36876718,
106893333,-1.344476067,0.8565963049,-138.0481001,12.94664202,
107127777,-1.310330422,0.8599703519,-145.622274,13.28268961,
107362222,-1.29049709,0.861936249,-152.6858814,13.48606159,
107596666,-1.281688467,0.862810808,-159.3862633,13.5784079,
107831111,-1.274284653,0.8635465777,-165.8136593,13.65701604,
108065555,-1.271650172,0.8638085361,-172.0244666,13.68520818,
108300000,-1.268765482,0.8640954651,-178.0994897,13.71621238,
108534444,-1.268232293,0.8641485098,175.9805263,13.72195849,
108768888,-1.266060792,0.8643645767,170.1530131,13.74541054,
109003333,-1.266366649,0.8643341404,164.4079223,13.74210244,
109237777,-1.263532556,0.8646162074,158.7401369,13.77281705,
109472222,-1.262975805,0.8646716297,153.1505973,13.7788671,
109706666,-1.261058769,0.8648624897,147.596636,13.79973987,
109941111,-1.254643628,0.8655014875,142.0846036,13.87005293,
110175555,-1.250867944,0.8658777955,136.6003004,13.91177399,
110410000,-1.245011084,0.8664618503,131.127853,13.9769935,
110644444,-1.234325385,0.8675284593,125.7245796,14.09758239,
110878888,-1.219728891,0.8689875522,120.2982694,14.26572501,
111113333,-1.202565286,0.870706398,114.8873946,14.46866952,
111347777,-1.180269204,0.8729443125,109.4745074,14.74112926,
111582222,-1.151564046,0.8758339942,103.9524977,15.10746828,
111816666,-1.122693241,0.8787499999,98.32481314,15.49484534,
112051111,-1.112750383,0.8797564931,92.48668516,15.63291475,
112285555,-1.154299256,0.8755582352,86.51129268,15.07177464,
112520000,-1.279047549,0.8630731829,80.98105241,13.60634258,
112754444,-1.320063337,0.8590072577,75.97629453,13.18512731,
112988888,-1.337910023,0.8572440884,70.63202336,13.0099277,
113223333,-1.378560996,0.8532414601,65.26348036,12.62782705,
113457777,-1.427747077,0.8484234158,59.95375842,12.19465015,
113692222,-1.484962128,0.84285311,54.73042262,11.7269461,
113926666,-1.549274475,0.8366354762,49.65090379,11.2425601,
114161111,-1.611547735,0.8306586908,44.74175374,10.81046733,
114395555,-1.656182536,0.8264010745,40.09213407,10.52080864,
114630000,-1.644280577,0.827534238,35.75830199,10.59650459,
114864444,-1.53082257,0.8384146754,31.37901893,11.37736165,
115098888,-1.350420622,0.8560102576,26.43344322,12.88987832,
115333333,-1.184664173,0.8725027236,20.7859424,14.6866096,
115567777,-1.08111028,0.8829670273,14.76022638,16.08920105,
115802222,-1.027771697,0.8884058613,8.668765194,16.92208823,
116036666,-1.010773401,0.8901461749,2.611230553,17.20601147,
116271111,-1.016351313,0.8895747236,-3.385388052,17.11179529,
116505555,-1.034799489,0.8876873389,-9.356276764,16.80743133,
116740000,-1.063535159,0.8847554409,-15.27209053,16.35439846,
116974444,-1.100114871,0.8810372212,-21.1231183,15.81198119,
117208888,-1.135205453,0.8774850528,-26.9566741,15.32453872,
117443333,-1.171858655,0.8737899941,-32.76068318,14.84660413,
117677777,-1.207643081,0.8701975294,-38.58655359,14.40802722,
117912222,-1.240662439,0.8668957585,-44.41354138,14.02581719,
118146666,-1.274878557,0.8634875341,-50.29505612,13.65067667,
118381111,-1.311301526,0.8598742105,-56.23180869,13.27289014,
118615555,-1.350561097,0.8559964137,-62.22640757,12.88854299,
118850000,-1.387493686,0.8523644257,-68.29009075,12.54687046,
119084444,-1.431479831,0.8480588847,-74.43967823,12.16299408,
119318888,-1.482607913,0.843081587,-80.71076703,11.74547685,
119553333,-1.539968492,0.8375323203,-87.11868499,11.31014072,
119787777,-1.605772964,0.8312111337,-93.69138576,10.84912278,
120022222,-1.684235096,0.8237363768,-100.5117721,10.3466407,
120256666,-1.781989426,0.8145177046,-107.6623403,9.78270029,
120491111,-1.907158967,0.8028641235,-115.293908,9.145286774,
120725555,-2.080701663,0.7869822132,-123.6537733,8.388887332,
120960000,-2.34295043,0.7635763673,-133.141846,7.45939121,
121194444,-2.788109834,0.7254283238,-144.6052182,6.284072515,
121428888,-3.701844224,0.652991892,-159.7926904,4.76355409,
121663333,-6.191760485,0.4902436485,177.3038898,2.923443022,
121897777,-18.16816856,0.1234785645,140.7469705,1.281746822,
122132222,-9.797613395,0.3236825823,-80.37809648,1.957191324,
122366666,-5.539060994,0.5285023835,-109.6726688,3.241802991,
122601111,-4.947252497,0.5657666909,-128.3574041,3.605818942,
122835555,-5.629440607,0.5230316497,-140.1815659,3.193150339,
123070000,-7.031803005,0.4450510703,-142.0770887,2.603935232,
123304444,-6.936507207,0.4499607579,-130.782667,2.636104203,
123538888,-4.576680736,0.5904266653,-129.0043174,3.883130396,
123773333,-2.900591259,0.7160946631,-138.3714684,6.044601634,
124007777,-2.105480774,0.7847403092,-149.3051438,8.291103192,
124242222,-1.738808686,0.8185770525,-159.3503309,10.02396377,
124476666,-1.565856072,0.8350398402,-168.360212,11.12413957,
124711111,-1.479854043,0.8433489292,-176.6708404,11.7672284,
124945555,-1.439386813,0.8472872269,175.4841688,12.09648145,
125180000,-1.419073834,0.8492710269,167.9710439,12.26884911,
125414444,-1.413534963,0.849812768,160.6333667,12.31671124,
125648888,-1.416573585,0.8495155263,153.3446796,12.29040765,
125883333,-1.425993141,0.8485947546,146.1091936,12.20958197,
126117777,-1.441809559,0.847050927,138.7668128,12.07624793,
126352222,-1.472759261,0.8440380724,131.2289522,11.82364248,
126586666,-1.548808892,0.8366803231,123.3441843,11.24592185,
126821111,-1.836874778,0.8093870679,115.3449637,9.492467523,
127055555,-1.581449634,0.8335420587,111.6705902,11.01504707,
127290000,-1.35259835,0.8557956655,100.6482462,12.86920862,
127524444,-1.399214659,0.8512149979,89.9887494,12.44221509,
127758888,-1.509329895,0.8404918475,78.33366298,11.53854407,
127993333,-1.728876611,0.8195136081,64.73451519,10.08116783,
128227777,-2.186812276,0.7774265822,48.0626991,7.985799024,
128462222,-3.147433682,0.6960305723,26.63312221,5.57960906,
128696666,-5.143366903,0.5531356562,-2.134577147,3.475631202,
128931111,-8.963746913,0.356297401,-44.04495633,2.107024895,
129165555,-12.99813622,0.2239201566,-118.1269441,1.577054432,
129400000,-10.10284627,0.3125055153,168.8690049,1.909114247,
129634444,-6.682740142,0.4633007389,129.4141957,2.726481747,
129868888,-4.506495959,0.5952168293,97.82999524,3.940916878,
130103333,-3.619806969,0.6591885446,58.05883975,4.868347347,
130337777,-7.586926694,0.4174972943,-11.05590871,2.433460447,
130572222,-13.90548339,0.2017092574,-161.7758566,1.505352866,
130806666,-7.477019677,0.4228136662,135.3704265,2.465085507,
131041111,-4.897497724,0.5690168326,110.4519617,3.640552465,
131275555,-3.495147967,0.6687173661,93.1763826,5.037141086,
131510000,-2.590113047,0.7421545385,78.73200234,6.756584074,
131744444,-1.979359675,0.7962180456,65.63659025,8.814411711,
131978888,-1.584106643,0.8332871177,53.35825686,10.9966734,
132213333,-1.361723679,0.8548970452,41.6928464,12.78331684,
132447777,-1.269837535,0.863988821,30.62732444,13.70467365,
132682222,-1.277964223,0.8631808343,20.17486433,13.61783508,
132916666,-1.348426494,0.8562068052,10.29163399,12.90886407,
133151111,-1.445126045,0.8467275639,0.9032766435,12.04866061,
133385555,-1.538088576,0.8377136098,-8.107966144,11.32389233,
133620000,-1.613608034,0.8304616814,-16.98271766,10.79674315,
133854444,-1.657038867,0.8263196047,-25.86044157,10.51540447,
134088888,-1.67598696,0.8245189699,-35.013777,10.39724333,
134323333,-1.675425539,0.8245722652,-44.57990256,10.40070584,
134557777,-1.673807588,0.8247258755,-54.79462287,10.41069742,
134792222,-1.690994188,0.8230956199,-65.74657939,10.30554257,
135026666,-1.740976694,0.8183727601,-77.54621221,10.01156413,
135261111,-1.846457975,0.8084945585,-90.338976,9.443567472,
135495555,-2.025514394,0.7919983563,-104.2101847,8.615308633,
135730000,-2.283355692,0.7688333531,-119.2844914,7.651767141,
135964444,-2.615597656,0.7399802306,-135.7374603,6.691722843,
136198888,-2.978511431,0.7096993843,-153.8813356,5.88941012,
136433333,-3.262791422,0.6868476693,-175.3578781,5.386668098,
136667777,-4.482487346,0.5968643403,155.6432007,3.961109125,
136902222,-6.279961542,0.4852906488,137.1159261,2.885688099,
137136666,-6.926550048,0.4504768709,116.2539347,2.639519238,
137371111,-7.445699796,0.4243410143,92.22742277,2.47427913,
137605555,-8.637216811,0.3699467015,66.64378665,2.174334623,
137840000,-8.368872817,0.381554306,66.10966748,2.233913696,
138074444,-6.845819595,0.4546833177,41.03655032,2.667593648,
138308888,-6.371684716,0.4801929329,20.87878392,2.847581395,
138543333,-5.995921914,0.5014225998,3.702103742,3.011413271,
138777777,-5.666202249,0.5208226795,-11.58503155,3.173820243,
139012222,-5.399729407,0.5370485269,-25.53910876,3.320107217,
139246666,-5.213686229,0.5486756522,-38.45420975,3.431402848,
139481111,-5.140796792,0.5532993505,-50.53418974,3.477271305,
139715555,-5.23844715,0.5471137663,-61.60900322,3.416120101,
139950000,-5.532783346,0.5288844919,-70.41258564,3.245243397,
140184444,-5.518967473,0.5297264109,-75.43197391,3.25284355,
140418888,-4.81449392,0.5744805163,-83.26996601,3.700137306,
140653333,-4.646043447,0.5857304846,-95.22457477,3.827774977,
140887777,-5.243589615,0.5467899445,-105.9687688,3.412964751,
141122222,-6.454998836,0.4756089934,-110.0127636,2.813947941,
141356666,-6.276177384,0.4855021202,-102.0554664,2.887285212,
141591111,-3.941330841,0.6352335947,-105.6341131,4.48296107,
141825555,-2.689401107,0.7337193027,-119.4678138,6.510871122,
142060000,-2.298786062,0.7674687432,-133.1492699,7.600994237,
142294444,-2.247193974,0.7720408875,-145.6191378,7.773503187,
142528888,-2.374410286,0.7608157345,-157.4606318,7.361754048,
142763333,-2.701928808,0.7326618185,-169.2218633,6.481161086,
142997777,-3.475880882,0.6702023648,179.5234852,5.064324866,
143232222,-4.644824336,0.5858127007,176.5313386,3.828733289,
143466666,-3.249215854,0.6879220138,173.227376,5.408654531,
143701111,-2.607635326,0.7406588793,155.0407462,6.711850688,
143935555,-2.935862996,0.7131926359,133.0686343,5.973321645,
144170000,-4.205667831,0.6161927844,102.2248776,4.210949453,
144404444,-7.851137817,0.4049888897,44.81518549,2.361281774,
144638888,-9.388455722,0.3392948079,-73.55785214,2.02706869,
144873333,-5.2343439,0.5473722861,-143.3065012,3.418642383,
145107777,-3.705163411,0.6527424083,-177.4120601,4.759413322,
145342222,-3.299951769,0.6839154449,159.3424319,5.327420837,
145576666,-3.486917615,0.6693513124,139.5129951,5.048715979,
145811111,-4.427507077,0.600654377,119.9727761,4.008193116,
146045555,-7.116238424,0.4407456948,101.2599874,2.576190619,
146280000,-12.90627718,0.226300827,107.7186929,1.584984022,
146514444,-11.038922,0.2805781842,146.800925,1.780010219,
146748888,-7.708523759,0.4116933121,144.158974,2.399587394,
146983333,-6.24056852,0.4874965808,136.1071653,2.902412989,
147217777,-5.281320905,0.544419854,129.3573302,3.390006934,
147452222,-4.28868368,0.6103315435,122.5364257,4.132568384,
147686666,-3.355272134,0.6795734344,113.8846274,5.241679732,
147921111,-2.674084184,0.7350143038,103.8715429,6.547577204,
148155555,-2.247360479,0.7720260879,93.6018645,7.77293363,
148390000,-2.000121478,0.7943171256,83.61465826,8.723706971,
148624444,-1.856816264,0.8075309694,74.01466547,9.391282137,
