Frequency,S11_Magnitude,S11_VSWR,
40235555,-1.308156327,13.30468139,
40340000,-1.314682802,13.23888266,
40444444,-1.321586156,13.16999289,
40548888,-1.328712705,13.0996282,
40653333,-1.33688283,13.01988446,
40757777,-1.344561848,12.94581933,
40862222,-1.351803019,12.8767497,
40966666,-1.360073565,12.79876293,
41071111,-1.371387967,12.69360099,
41175555,-1.383346736,12.5843238,
41280000,-1.394157957,12.48714957,
41384444,-1.406085095,12.38168253,
41488888,-1.417427353,12.28303742,
41593333,-1.429078493,12.1833399,
41697777,-1.440209327,12.08960459,
41802222,-1.451387462,11.99692115,
41906666,-1.463600256,11.89728092,
42011111,-1.47711363,11.78895437,
42115555,-1.489462291,11.69168735,
42220000,-1.503368799,11.58406724,
42324444,-1.516803916,11.48197395,
42428888,-1.529323475,11.38845663,
42533333,-1.545521034,11.26971964,
42637777,-1.560804989,11.1599456,
42742222,-1.582880455,11.00514501,
42846666,-1.600186402,10.88678466,
42951111,-1.617101355,10.7735534,
43055555,-1.637736045,10.63859776,
43160000,-1.658094791,10.50874841,
43264444,-1.677420866,10.38841041,
43368888,-1.700253531,10.24977395,
43473333,-1.723186551,10.11423798,
43577777,-1.745066375,9.988257914,
43682222,-1.771867495,9.838195717,
43786666,-1.804049432,9.66391716,
43891111,-1.834878022,9.502720887,
43995555,-1.867393655,9.338491687,
44100000,-1.903288182,9.163737411,
44204444,-1.938505536,8.998594375,
44308888,-1.98056648,8.809087103,
44413333,-2.022555355,8.627799569,
44517777,-2.067168624,8.443286419,
44622222,-2.11702682,8.246325388,
44726666,-2.169452379,8.049033686,
44831111,-2.224910926,7.850499262,
44935555,-2.287980516,7.636477092,
45040000,-2.352699868,7.428852434,
45144444,-2.422653053,7.216986294,
45248888,-2.497050022,7.004768865,
45353333,-2.577982401,6.787911796,
45457777,-2.662358423,6.57596497,
45562222,-2.753731582,6.361201336,
45666666,-2.845177584,6.160188926,
45771111,-2.941713372,5.961665553,
45875555,-3.047226233,5.759201094,
45980000,-3.153979734,5.568278496,
46084444,-3.257829767,5.394682295,
46188888,-3.359585229,5.235114967,
46293333,-3.454726603,5.094525161,
46397777,-3.542990688,4.970935843,
46502222,-3.622588919,4.864714828,
46606666,-3.687462351,4.781583258,
46711111,-3.73675615,4.72037439,
46815555,-3.767604165,4.682897083,
46920000,-3.780204221,4.667767921,
47024444,-3.771334486,4.678407306,
47128888,-3.739844388,4.716594203,
47233333,-3.689924379,4.77848673,
47337777,-3.621011462,4.866773889,
47442222,-3.540867785,4.973835088,
47546666,-3.445610774,5.107654953,
47651111,-3.342626044,5.261026641,
47755555,-3.235093806,5.431724125,
47860000,-3.123459534,5.62151583,
47964444,-3.010274046,5.828476303,
48068888,-2.900019635,6.04577123,
48173333,-2.793759797,6.271579778,
48277777,-2.69076632,6.507619917,
48382222,-2.591215525,6.753751542,
48486666,-2.497325446,7.004006865,
48591111,-2.409374565,7.256250707,
48695555,-2.327013476,7.509865915,
48800000,-2.248803258,7.768001928,
48904444,-2.176435326,8.023475893,
49008888,-2.110891634,8.27005754,
49113333,-2.049535418,8.515250006,
49217777,-1.989779529,8.768651526,
49322222,-1.936979094,9.00562724,
49426666,-1.88659161,9.244195061,
49531111,-1.841011397,9.471296973,
49635555,-1.797421438,9.699298401,
49740000,-1.758128013,9.914550997,
49844444,-1.721668441,10.12309817,
49948888,-1.68886954,10.31842577,
50053333,-1.658327107,10.50728513,
50157777,-1.630247216,10.68718033,
50262222,-1.604113756,10.86028089,
50366666,-1.581296396,11.01610863,
50471111,-1.558877862,11.17366791,
50575555,-1.540432368,11.30675264,
50680000,-1.521304527,11.44817809,
50784444,-1.502793012,11.58848353,
50888888,-1.487315623,11.7084798,
50993333,-1.474287903,11.8114415,
51097777,-1.461890454,11.91113018,
51202222,-1.450076383,12.00771781,
51306666,-1.440312782,12.08874018,
51411111,-1.429665302,12.17836172,
51515555,-1.421829584,12.24517553,
51620000,-1.414317823,12.30992364,
51724444,-1.407646288,12.36801007,
51828888,-1.40157033,12.42139325,
51933333,-1.398426021,12.44920159,
52037777,-1.393347287,12.49438369,
52142222,-1.389407206,12.52966397,
52246666,-1.38652268,12.55562,
52351111,-1.382881295,12.58854149,
52455555,-1.382095933,12.59566468,
52560000,-1.379351735,12.62061822,
52664444,-1.375932297,12.65185144,
52768888,-1.371818563,12.68963314,
52873333,-1.371961425,12.68831725,
52977777,-1.37347112,12.67442833,
53082222,-1.37430369,12.66678193,
53186666,-1.372543374,12.6829598,
53291111,-1.369776362,12.70847376,
53395555,-1.37173388,12.69041328,
53500000,-1.373480921,12.67433827,
53604444,-1.372982422,12.67892092,
53708888,-1.373177737,12.67712501,
53813333,-1.37477166,12.66248812,
53917777,-1.374205657,12.66768179,
54022222,-1.373658245,12.67270895,
54126666,-1.372704039,12.68148151,
54231111,-1.371096914,12.69628439,
54335555,-1.374014692,12.66943506,
54440000,-1.373175915,12.67714176,
54544444,-1.374116026,12.66850464,
54648888,-1.374539769,12.66461544,
54753333,-1.377562498,12.63694177,
54857777,-1.3796197,12.61817718,
54962222,-1.380130812,12.61352381,
55066666,-1.380478467,12.61036059,
55171111,-1.381044274,12.60521588,
55275555,-1.383237678,12.58531179,
55380000,-1.383398678,12.58385329,
55484444,-1.373235544,12.67659357,
55588888,-1.374141399,12.6682717,
55693333,-1.37713861,12.64081521,
55797777,-1.372535387,12.68303329,
55902222,-1.367627099,12.728363,
56006666,-1.363065061,12.77078829,
56111111,-1.359354229,12.80550813,
56215555,-1.357332332,12.82450577,
56320000,-1.354208697,12.85396702,
56424444,-1.350358347,12.89047037,
56528888,-1.344738415,12.94412629,
56633333,-1.336875133,13.01995913,
56737777,-1.327493979,13.11160776,
56842222,-1.31890361,13.19667665,
56946666,-1.312470539,13.26111283,
57051111,-1.30336445,13.35341254,
57155555,-1.283979765,13.55426464,
57260000,-1.272469571,13.67642709,
57364444,-1.249285096,13.92933951,
57468888,-1.232804467,14.1149163,
57573333,-1.204436084,14.44626766,
57677777,-1.178408578,14.76433308,
57782222,-1.14785722,15.1561131,
57886666,-1.118319054,15.55528369,
57991111,-1.084147941,16.04423727,
58095555,-1.051862177,16.53544027,
58200000,-1.027516861,16.92627533,
58304444,-1.01486776,17.13675268,
58408888,-1.013576967,17.15852683,
58513333,-1.033228209,16.83293088,
58617777,-1.07882663,16.12317083,
58722222,-1.156366711,15.04490721,
58826666,-1.265913589,13.74700324,
58931111,-1.40781084,12.36657074,
59035555,-1.569469586,11.09866594,
59140000,-1.750988725,9.954701325,
59244444,-1.940171062,8.99093338,
59348888,-2.122886576,8.223787364,
59453333,-2.30028236,7.596107178,
59557777,-2.46711879,7.088598651,
59662222,-2.621844926,6.676016703,
59766666,-2.769784773,6.324945136,
59871111,-2.908594288,6.028275414,
59975555,-3.049150424,5.755640222,
60080000,-3.183316872,5.518077503,
60184444,-3.310565057,5.310746438,
60288888,-3.437594877,5.119258773,
60393333,-3.568693609,4.936110881,
60497777,-3.702636202,4.762565393,
60602222,-3.841677396,4.595401265,
60706666,-3.980852064,4.439953764,
60811111,-4.125456638,4.289738375,
60915555,-4.277343799,4.143092184,
61020000,-4.436474271,4.000432408,
61124444,-4.605709411,3.859756228,
61228888,-4.778531643,3.726612435,
61333333,-4.968275189,3.591357755,
61437777,-5.148065252,3.472637331,
61542222,-5.35940073,3.343556621,
61646666,-5.57741824,3.22095555,
61751111,-5.459951983,3.285755709,
61855555,-6.050497394,2.986302437,
61960000,-6.312592707,2.871998906,
62064444,-6.602544283,2.756560963,
62168888,-6.878694593,2.656077547,
62273333,-7.189449144,2.552690637,
62377777,-7.52060231,2.452427434,
62482222,-7.881629984,2.353283427,
62586666,-8.26738133,2.25753473,
62691111,-8.684727133,2.164199892,
62795555,-9.130996337,2.074569455,
62900000,-9.602260924,1.989737456,
63004444,-10.13393387,1.904397523,
63108888,-10.706092,1.823017234,
63213333,-11.32611257,1.745189438,
63317777,-12.00854849,1.670018606,
63422222,-12.76814293,1.597161517,
63526666,-13.60776841,1.527623244,
63631111,-14.54838956,1.460988519,
63735555,-15.60534723,1.397669142,
63840000,-16.83431932,1.3363776,
63944444,-18.27306411,1.277894827,
64048888,-19.97929739,1.222811593,
64153333,-22.12612737,1.169874524,
64257777,-24.9688143,1.11962394,
64362222,-29.18141535,1.071997679,
64466666,-37.59615532,1.026729325,
64571111,-40.94836191,1.018093525,
64675555,-30.50885238,1.061480386,
64780000,-25.92109169,1.106540629,
64884444,-22.97594127,1.152831538,
64988888,-20.82511475,1.200069386,
65093333,-19.13142765,1.248496859,
65197777,-17.7421146,1.2980221,
65302222,-16.57753076,1.348228034,
65406666,-15.58200032,1.398952987,
65511111,-14.71032122,1.450555737,
65615555,-13.94537666,1.502455393,
65720000,-13.26512581,1.554741526,
65824444,-12.66013716,1.606900686,
65928888,-12.11393025,1.659275264,
66033333,-11.62291379,1.711253544,
66137777,-11.17343089,1.763448706,
66242222,-10.76867069,1.814702276,
66346666,-10.40016322,1.865286399,
66451111,-10.0634816,1.915133238,
66555555,-9.754362342,1.964273246,
66660000,-9.470998961,2.012437059,
66764444,-9.214565992,2.058832996,
66868888,-8.982747923,2.10327141,
66973333,-8.768601909,2.146597946,
67077777,-8.574063906,2.18799423,
67182222,-8.397594684,2.227340447,
67286666,-8.238564966,2.264355493,
67391111,-8.090198516,2.300299659,
67495555,-7.953937119,2.334578324,
67600000,-7.842616552,2.36352884,
67704444,-7.736386236,2.391985304,
67808888,-7.641950808,2.417990442,
67913333,-7.55885017,2.44144642,
68017777,-7.482052909,2.463615669,
68122222,-7.417044002,2.48276289,
68226666,-7.353782486,2.501740146,
68331111,-7.291962543,2.520622012,
68435555,-7.228612311,2.540325955,
68540000,-7.158925116,2.562426889,
68644444,-7.078689897,2.588442489,
68748888,-6.977436882,2.622174193,
68853333,-6.851048749,2.665754105,
68957777,-6.690263161,2.723698855,
69062222,-6.48322879,2.802756561,
69166666,-6.227829235,2.907868859,
69271111,-5.918004229,3.048098695,
69375555,-5.558593073,3.231149994,
69480000,-5.155555994,3.46787571,
69584444,-4.730465375,3.76264289,
69688888,-4.300653759,4.121521164,
69793333,-3.879149631,4.552431852,
69897777,-3.485773082,5.050329999,
70002222,-3.137977741,5.596060726,
70106666,-2.839002554,6.173351379,
70211111,-2.589584534,6.757942812,
70315555,-2.391137412,7.31089321,
70420000,-2.235730661,7.812920377,
70524444,-2.11865442,8.240052684,
70628888,-2.033900006,8.580108947,
70733333,-1.972450507,8.845021979,
70837777,-1.929313648,9.041113646,
70942222,-1.90214008,9.169224498,
71046666,-1.884855548,9.252642954,
71151111,-1.877329827,9.289445426,
71255555,-1.874213485,9.304771913,
71360000,-1.876917635,9.291469699,
71464444,-1.882804625,9.262643153,
71568888,-1.890763309,9.223958732,
71673333,-1.900807005,9.175603967,
71777777,-1.91435972,9.111162684,
71882222,-1.929311354,9.041124306,
71986666,-1.943159311,8.977221252,
72091111,-1.957938582,8.910021828,
72195555,-1.975244729,8.832616604,
72300000,-1.992878986,8.755132587,
72404444,-2.009633684,8.682778554,
72508888,-2.029213704,8.599744281,
72613333,-2.049158792,8.516800643,
72717777,-2.068825117,8.436589367,
72822222,-2.090863859,8.348503236,
72926666,-2.116561031,8.248122306,
73031111,-2.141981715,8.151202784,
73135555,-2.166806032,8.058762662,
73240000,-2.195668212,7.953927818,
73344444,-2.226946893,7.843399941,
73448888,-2.262214971,7.722460756,
73553333,-2.299830195,7.59758332,
73657777,-2.341573765,7.463724037,
73762222,-2.387166581,7.322902076,
73866666,-2.440083729,7.166096737,
73971111,-2.498451895,7.000892147,
74075555,-2.563166391,6.826579762,
74180000,-2.637656,6.63660133,
74284444,-2.726466873,6.423765367,
74388888,-2.82909377,6.194593705,
74493333,-2.909665356,6.026097305,
74597777,-2.98672826,5.87352135,
74702222,-3.117321033,5.632350692,
74806666,-3.275308805,5.366558848,
74911111,-3.455891283,5.092852694,
75015555,-3.667742828,4.80653702,
75120000,-3.918157493,4.508588965,
75224444,-4.217434711,4.199648104,
75328888,-4.575462214,3.884118198,
75433333,-5.01196262,3.561704322,
75537777,-5.549211236,3.236257269,
75642222,-6.220264219,2.911119765,
75746666,-7.063596866,2.593405981,
75851111,-8.14457256,2.286963615,
75955555,-9.527614347,2.002562094,
76060000,-11.26387342,1.752564751,
76164444,-13.20457684,1.559708115,
76268888,-14.45003751,1.467465034,
76373333,-13.61773406,1.526858851,
76477777,-11.39808622,1.736774773,
76582222,-9.166108938,2.067919486,
76686666,-7.340216118,2.505854932,
76791111,-5.920146715,3.04707655,
76895555,-4.836639208,3.684034948,
77000000,-4.01145605,4.407242504,
77104444,-3.376356123,5.209750133,
77208888,-2.891292669,6.063685373,
77313333,-2.517585028,6.94841624,
77417777,-2.228465171,7.838114265,
77522222,-2.00312121,8.710757796,
77626666,-1.826170161,9.547698932,
77731111,-1.686590493,10.33228138,
77835555,-1.575557586,11.0560133,
77940000,-1.487123826,11.70998251,
78044444,-1.417088412,12.2859623,
78148888,-1.362354893,12.7774182,
78253333,-1.317526304,13.21041925,
78357777,-1.28471048,13.54658328,
78462222,-1.25680101,13.84632673,
78566666,-1.23575382,14.08134144,
78671111,-1.219687425,14.2662084,
78775555,-1.209510666,14.38585159,
78880000,-1.202470707,14.46980391,
78984444,-1.197015315,14.53554027,
79088888,-1.196575538,14.54086565,
79193333,-1.196996479,14.53576829,
79297777,-1.200485465,14.49365641,
79402222,-1.203484781,14.45765031,
79506666,-1.211138562,14.36657791,
79611111,-1.21914429,14.27254324,
79715555,-1.227962879,14.17038227,
79820000,-1.238397705,14.05138012,
79924444,-1.250381448,13.9171681,
80028888,-1.263409348,13.77415545,
80133333,-1.277159316,13.62638659,
80237777,-1.292934821,13.46072803,
80342222,-1.309846572,13.28757761,
80446666,-1.327165185,13.11484344,
80551111,-1.346555668,12.9267271,
80655555,-1.36593746,12.74404291,
80760000,-1.387685387,12.54514453,
80864444,-1.409899696,12.34832891,
80968888,-1.433812393,12.14329638,
81073333,-1.459511341,11.93045493,
81177777,-1.48428878,11.73224022,
81282222,-1.511476862,11.52223647,
81386666,-1.537710752,11.32666019,
81491111,-1.565972586,11.12331636,
81595555,-1.593745394,10.93053541,
81700000,-1.618194564,10.76631696,
81804444,-1.644708425,10.59376446,
81908888,-1.668590564,10.44304728,
82013333,-1.691776261,10.3008085,
82117777,-1.714239465,10.16668316,
82222222,-1.734660029,10.04777814,
82326666,-1.755267454,9.930599019,
82431111,-1.772850524,9.832778188,
82535555,-1.789792021,9.740350985,
82640000,-1.805113574,9.658260897,
82744444,-1.819274483,9.583623258,
82848888,-1.834198634,9.506214663,
82953333,-1.849121843,9.430064952,
83057777,-1.86124082,9.369126447,
83162222,-1.87360276,9.307781517,
83266666,-1.888604012,9.234421979,
83371111,-1.901499278,9.172289953,
83475555,-1.915536722,9.105609409,
83580000,-1.930918572,9.033660393,
83684444,-1.946888465,8.960168632,
83788888,-1.963904351,8.883183991,
83893333,-1.983333722,8.796902185,
83997777,-2.003461331,8.709292031,
84102222,-2.023309454,8.624612819,
84206666,-2.047793875,8.522425048,
84311111,-2.072997537,8.419768302,
84415555,-2.102583233,8.302417992,
84520000,-2.134422334,8.179781478,
84624444,-2.172316778,8.038529921,
84728888,-2.213770667,7.88957731,
84833333,-2.264305445,7.715411158,
84937777,-2.322915277,7.522958145,
85042222,-2.392602335,7.306473016,
85146666,-2.480033539,7.052177848,
85251111,-2.590047839,6.756751686,
85355555,-2.733224581,6.40814122,
85460000,-2.921787968,6.001557314,
85564444,-3.165884957,5.547793157,
85668888,-3.434814105,5.12329704,
85773333,-3.628602389,4.856882075,
85877777,-3.652969434,4.825410936,
85982222,-3.590030235,4.907585891,
86086666,-3.565378239,4.940574287,
86191111,-3.62660627,4.859479166,
86295555,-3.773835428,4.675402244,
86400000,-4.003789529,4.415389142,
86504444,-4.318688842,4.104994522,
86608888,-4.748874027,3.748755453,
86713333,-5.239915708,3.415218362,
86817777,-5.875102539,3.068729338,
86922222,-6.633410746,2.74489357,
87026666,-7.484698646,2.462843884,
87131111,-8.330450468,2.24278328,
87235555,-8.956221331,2.108516296,
87340000,-9.106772753,2.079189761,
87444444,-8.695232002,2.161975201,
87548888,-7.874522014,2.355141996,
87653333,-6.841314791,2.669180745,
87757777,-5.614415859,3.20112611,
87862222,-6.172796589,2.931707548,
87966666,-5.510744113,3.257385942,
88071111,-4.912989868,3.629660057,
88175555,-4.462718946,3.977901892,
88280000,-4.110485185,4.304791395,
88384444,-3.831534789,4.607178698,
88488888,-3.606819682,4.88538065,
88593333,-3.425342686,5.137101373,
88697777,-3.274556669,5.367762765,
88802222,-3.150497945,5.5742992,
88906666,-3.046806075,5.759979235,
89011111,-2.95981581,5.925893524,
89115555,-2.88443019,6.077849061,
89220000,-2.820887629,6.212299897,
89324444,-2.765724667,6.334074805,
89428888,-2.717527185,6.444554731,
89533333,-2.676054195,6.542832459,
89637777,-2.637726916,6.636425616,
89742222,-2.60331007,6.722836429,
89846666,-2.572284443,6.802729668,
89951111,-2.544098574,6.877012049,
90055555,-2.517268482,6.949277887,
90160000,-2.491954193,7.018897784,
90264444,-2.46812103,7.085758509,
90368888,-2.447810926,7.143770251,
90473333,-2.424847949,7.210537681,
90577777,-2.405551245,7.267637133,
90682222,-2.386689671,7.324347086,
90786666,-2.3691205,7.377988688,
90891111,-2.350018487,7.437226077,
90995555,-2.332803176,7.491448833,
91100000,-2.319832174,7.532838188,
91204444,-2.302272477,7.589617155,
91308888,-2.289244787,7.63230812,
91413333,-2.274652004,7.680711839,
91517777,-2.262818904,7.720422797,
91622222,-2.250721646,7.761454346,
91726666,-2.241048696,7.794583619,
91831111,-2.232599088,7.823759231,
91935555,-2.226867138,7.843677795,
92040000,-2.220807772,7.864846543,
92144444,-2.21714314,7.877705603,
92248888,-2.217837501,7.875265837,
92353333,-2.213920526,7.88904901,
92457777,-2.213554066,7.890341029,
92562222,-2.216471859,7.880065739,
92666666,-2.215616516,7.883075093,
92771111,-2.216610029,7.879579832,
92875555,-2.219353258,7.86994527,
92980000,-2.220545158,7.865766626,
93084444,-2.223211189,7.856436184,
93188888,-2.225802227,7.847389731,
93293333,-2.230291986,7.83176405,
93397777,-2.235811923,7.812639521,
93502222,-2.246782328,7.774911652,
93606666,-2.259951279,7.730109279,
93711111,-2.278985478,7.666272789,
93815555,-2.303414262,7.585898744,
93920000,-2.336381193,7.480113039,
94024444,-2.380168567,7.344164109,
94128888,-2.436456512,7.176626155,
94233333,-2.509268951,6.971125506,
94337777,-2.602852497,6.724000771,
94442222,-2.717739616,6.44405912,
94546666,-2.86713918,6.113839925,
94651111,-3.056198502,5.742635865,
94755555,-3.29996122,5.32740594,
94860000,-3.614658501,4.875084897,
94964444,-4.025839271,4.392043723,
95068888,-4.567058289,3.890945575,
95173333,-5.292656145,3.383175827,
95277777,-6.286203566,2.88305802,
95382222,-7.675531402,2.40866515,
95486666,-9.68964924,1.974999641,
95591111,-12.77436492,1.596606345,
95695555,-17.93973521,1.290344842,
95800000,-23.04236014,1.151579095,
95904444,-16.56032215,1.349039155,
96008888,-11.97225739,1.673768977,
96113333,-9.16721928,2.067710105,
96217777,-7.309733857,2.515159438,
96322222,-6.031694691,2.994900437,
96426666,-5.135653711,3.480558408,
96531111,-4.442763811,3.995008186,
96635555,-3.87829895,4.553397965,
96740000,-3.448806162,5.103044538,
96844444,-3.121298191,5.625325831,
96948888,-2.866042806,6.116136779,
97053333,-2.665116658,6.569264711,
97157777,-2.504286441,6.984804335,
97262222,-2.374189608,7.362429864,
97366666,-2.269182511,7.699015265,
97471111,-2.183215743,7.998816631,
97575555,-2.113740255,8.259021276,
97680000,-2.056356805,8.487263916,
97784444,-2.010390671,8.679538159,
97888888,-1.975378921,8.832021725,
97993333,-1.948145818,8.954433804,
98097777,-1.930383287,9.036144871,
98202222,-1.917973773,9.094132788,
98306666,-1.911668792,9.123884684,
98411111,-1.911304032,9.12561194,
98515555,-1.914683018,9.109636633,
98620000,-1.919687252,9.086081148,
98724444,-1.925796922,9.057488895,
98828888,-1.932120175,9.028088306,
98933333,-1.936234488,9.009061946,
99037777,-1.936462153,9.008011494,
99142222,-1.932367375,9.026942845,
99246666,-1.924088802,9.065464254,
99351111,-1.909684442,9.133289228,
99455555,-1.88999274,9.227689904,
99560000,-1.865959623,9.345613559,
99664444,-1.840632071,9.473234324,
99768888,-1.814379883,9.609288906,
99873333,-1.78677874,9.756661854,
99977777,-1.759479396,9.906987809,
100082222,-1.735313501,10.04401946,
100186666,-1.711059315,10.18545681,
100291111,-1.690442848,10.3088826,
100395555,-1.670926503,10.42853748,
100500000,-1.654348874,10.53239946,
100604444,-1.642221789,10.60971004,
100708888,-1.632706683,10.67117564,
100813333,-1.628029582,10.7016529,
100917777,-1.628841771,10.69634786,
101022222,-1.63783052,10.63798772,
101126666,-1.652304981,10.5453496,
101231111,-1.681129761,10.36563359,
101335555,-1.724798004,10.10485013,
101440000,-1.791975126,9.728568244,
101544444,-1.895320183,9.201956175,
101648888,-2.054611079,8.494408324,
101753333,-2.299549187,7.598500994,
101857777,-2.677056951,6.540420039,
101962222,-3.253969432,5.400934715,
102066666,-4.050788857,4.365939984,
102171111,-4.860694971,3.666713949,
102275555,-5.154565944,3.468504235,
102380000,-4.721203537,3.769671957,
102484444,-4.007833919,4.411087518,
102588888,-3.37851908,5.20649737,
102693333,-2.912617693,6.020101852,
102797777,-2.580461745,6.781484697,
102902222,-2.343408506,7.457950626,
103006666,-2.170814532,8.04403519,
103111111,-2.039794444,8.555540289,
103215555,-1.942007781,8.982500238,
103320000,-1.864789063,9.351435095,
103424444,-1.803824632,9.665112901,
103528888,-1.755841732,9.927373053,
103633333,-1.715530128,10.1590838,
103737777,-1.681476883,10.36350702,
103842222,-1.655065518,10.52786639,
103946666,-1.632192217,10.67451946,
104051111,-1.613035746,10.80055178,
104155555,-1.599149026,10.89380719,
104260000,-1.587136909,10.97579388,
104364444,-1.577635593,11.04153032,
104468888,-1.571306399,11.08576229,
104573333,-1.567570135,11.11204152,
104677777,-1.564897019,11.13092026,
104782222,-1.566299382,11.12100809,
104886666,-1.571405544,11.08506665,
104991111,-1.577552166,11.04211104,
105095555,-1.58827884,10.96794633,
105200000,-1.604785687,10.85575939,
105304444,-1.628294237,10.69992365,
105408888,-1.656955943,10.51592755,
105513333,-1.697922517,10.26375607,
105617777,-1.753928003,9.938131528,
105722222,-1.82871374,9.534516326,
105826666,-1.927202502,9.050936767,
105931111,-2.057346348,8.483219604,
106035555,-2.213815178,7.889420387,
106140000,-2.368320582,7.380450032,
106244444,-2.453870515,7.126361065,
106348888,-2.39330921,7.304342071,
106453333,-2.206809891,7.914195843,
106557777,-1.983385238,8.796675666,
106662222,-1.796786408,9.702702043,
106766666,-1.658692932,10.50498177,
106871111,-1.561292999,11.15647607,
106975555,-1.495873384,11.64182377,
107080000,-1.449986435,12.00845924,
107184444,-1.41820377,12.27634264,
107288888,-1.396038663,12.47039928,
107393333,-1.379056456,12.62330918,
107497777,-1.367186292,12.73244996,
107602222,-1.357743144,12.82064121,
107706666,-1.352053835,12.87437058,
107811111,-1.348536685,12.90781348,
107915555,-1.345199172,12.93971034,
108020000,-1.342542962,12.96520949,
108124444,-1.342144526,12.96904314,
108228888,-1.342895954,12.96181501,
108333333,-1.343672309,12.95435562,
108437777,-1.346081352,12.93126387,
108542222,-1.348232381,12.91071519,
108646666,-1.351579425,12.87887134,
108751111,-1.354436843,12.8518106,
108855555,-1.359270097,12.80629749,
108960000,-1.364358626,12.75872973,
109064444,-1.368890865,12.71666055,
109168888,-1.376260087,12.64885066,
109273333,-1.384117821,12.57734269,
109377777,-1.391567054,12.51029946,
109482222,-1.401750355,12.41980489,
109586666,-1.412361672,12.32689809,
109691111,-1.422949381,12.23558205,
109795555,-1.437039015,12.11615428,
109900000,-1.452215483,11.99011251,
110004444,-1.468842803,11.85501816,
110108888,-1.486628336,11.71386643,
110213333,-1.508266915,11.54663531,
110317777,-1.53159115,11.37168175,
110422222,-1.555649089,11.19673511,
110526666,-1.58563479,10.98613396,
110631111,-1.615926861,10.78133884,
110735555,-1.649930902,10.56043219,
110840000,-1.68795435,10.32398521,
