,Frequency (MHz),QVal (linear),Composite AF (m^-1),Effective AF (dBm^-1)
53,15.771111,0.006686331289828823,0.0997091362740877,-9.151240370283672
54,15.88,0.006829354330345918,0.1080039187018716,-8.50310796471399
55,15.988888,0.006934521927328752,0.11594515840037928,-7.920030264248728
56,16.097777,0.0070984791336692376,0.12373724890626876,-7.405817430819667
57,16.206666,0.007230336586627483,0.13125295512441854,-6.9336107710157115
58,16.315555,0.007380937723719809,0.13857016961145252,-6.507162734069567
59,16.424444,0.00754596030438264,0.14576404101062979,-6.115564586813054
60,16.533333,0.007665294684460927,0.15275604301500037,-5.742676279522533
61,16.642222,0.00782309343632012,0.15958737626266167,-5.406921893560691
62,16.751111,0.0079793472839649,0.16640202849892197,-5.086664512326406
63,16.86,0.008163641733483435,0.17299617693418787,-4.798689571836185
64,16.968888,0.008271916939097183,0.17962229639212168,-4.500825937370749
65,17.077777,0.00850963033938389,0.18598261335639588,-4.260106553966809
66,17.186666,0.008633075732667896,0.19246108706363002,-3.993969064468004
67,17.295555,0.008779130414986198,0.1987578468156709,-3.7507718368717065
68,17.404444,0.009020395653802159,0.2049623346556399,-3.5426467486474227
69,17.513333,0.009146131948746831,0.21120111609495018,-3.3122631346388385
70,17.622222,0.009338781553712202,0.21733376373498944,-3.1089070624784245
71,17.731111,0.00955253187210774,0.2234949380075275,-2.9152386542404987
72,17.84,0.009745943040191128,0.2295836537851592,-2.725300077634591
73,17.948888,0.009920318074573524,0.23565041088032446,-2.5372639590255766
74,18.057777,0.010125661402878365,0.24164289899506788,-2.3636362569232467
75,18.166666,0.010352559644102137,0.2477085976209073,-2.1964170942935386
76,18.275555,0.010603042358572439,0.2536455966547307,-2.0426059366097498
77,18.384444,0.010816921604922465,0.2596463480598578,-1.8828740389957854
78,18.493333,0.011081671460739963,0.26560326931542994,-1.7383580228960263
79,18.602222,0.011340470725893797,0.27154395880869775,-1.5963525043644768
80,18.711111,0.011540745522904046,0.27749096874468465,-1.4461922622675978
81,18.82,0.011847986711525411,0.2833928052654654,-1.3204463871360108
82,18.928888,0.012065256441767517,0.28936955043123264,-1.1786261941515477
83,19.037777,0.012355168155475832,0.2953039138999429,-1.0538592417829786
84,19.146666,0.012637151074250372,0.30124902565956857,-0.9297328684403379
85,19.255555,0.012969475649824804,0.30718741304161606,-0.816543759074337
86,19.364444,0.013287828974623595,0.3131574078049822,-0.7020163590055493
87,19.473333,0.01356992869150335,0.3191011465070597,-0.5843205357858707
88,19.582222,0.013997200021035912,0.3250577465883141,-0.4909954366600413
89,19.691111,0.014273117326344592,0.3310715179187654,-0.3741577786045145
90,19.8,0.014723816212962076,0.3370175101936206,-0.28705262296430334
91,19.908888,0.01503290061970397,0.3430038259393543,-0.17923464637338604
92,20.017777,0.015300338772653653,0.3490551063059185,-0.06562532117656872
93,20.126666,0.015640837652414676,0.3550577791383044,0.03468060431717568
94,20.235555,0.01603105592126818,0.3611492427655773,0.1289235265756954
95,20.344444,0.016393477686947613,0.36718783825571416,0.22441029774428145
96,20.453333,0.01677296461036357,0.3732765486034528,0.31756496447048477
97,20.562222,0.017344719353478092,0.3793739399942024,0.38551351361439856
98,20.671111,0.01766116922221442,0.38555184161158373,0.48655837905853794
99,20.78,0.01812421176695294,0.3917102564753968,0.5680032242001332
100,20.888888,0.018554831172509566,0.3978739797652058,0.6526257244852491
101,20.997777,0.01914143585599557,0.40411748405580356,0.7202802482113828
102,21.106666,0.019491677285846627,0.4103758805051002,0.8143904894291438
103,21.215555,0.020086432003839947,0.41662213294245415,0.8803327654430761
104,21.324444,0.020598828553925544,0.4229385165340238,0.9563321384363173
105,21.433333,0.021154521100875758,0.42925749217828496,1.027341689056069
106,21.542222,0.021643668224983394,0.43564863210940097,1.1060727545355853
107,21.651111,0.022214933300830898,0.4420974361652633,1.1771348584323613
108,21.76,0.02278632608321013,0.44854669113274453,1.2477816056094806
109,21.868888,0.023459099963286267,0.4550384240612309,1.3094046830704196
110,21.977777,0.024090038235796044,0.46156804153952935,1.3755271758217944
111,22.086666,0.024654732995964435,0.4681371166208059,1.4479599994580141
112,22.195555,0.025309249473407413,0.47475919790605,1.5130714154190654
113,22.304444,0.025866609094235955,0.48144294390441017,1.5871990205893036
114,22.413333,0.026798476781219938,0.488162504528966,1.6307378215398147
115,22.522222,0.027460299858682355,0.49489949250873383,1.6968137928464744
116,22.631111,0.02825103882929954,0.5017357629981928,1.7543290499959525
117,22.74,0.029035279202723804,0.5085481189933367,1.8120110130598448
118,22.848888,0.029676234387016134,0.51555598394527,1.8834726769571786
119,22.957777,0.030570546258222628,0.5224801538092055,1.934879976501752
120,23.066666,0.03144659133732364,0.5294665030691057,1.9889019053677472
121,23.175555,0.03236851511897514,0.5365579345683614,2.0417185465116257
122,23.284444,0.033244196099025826,0.5437345354957793,2.0991591877879348
123,23.393333,0.034154796990346625,0.5509048677521895,2.1542736540736973
124,23.502222,0.03518851014367765,0.558135684909885,2.202791410762721
125,23.611111,0.03613782117731215,0.5653921174883839,2.257185165501112
126,23.72,0.03706429207942439,0.5728218844124374,2.3156134849978027
127,23.828888,0.03815008754097196,0.5802367281670551,2.3646266170838004
128,23.937777,0.03920474366226705,0.5877199868126657,2.4167161106244173
129,24.046666,0.04043224216449646,0.5952926204213238,2.460970847864875
130,24.155555,0.041379663793244065,0.6029321459190349,2.5214339977174873
131,24.264444,0.04253359919960737,0.6106515278410848,2.572208289026843
132,24.373333,0.04358317857448587,0.618394295559486,2.6287149912469037
133,24.482222,0.04493938432549104,0.6262102056613947,2.671267233857275
134,24.591111,0.04616969533669777,0.634119594741174,2.721638424229755
135,24.7,0.04710349769036726,0.6421719061435573,2.7877602557559844
136,24.808888,0.04831924815597517,0.6502723487021327,2.8413049006668363
137,24.917777,0.04988121554012724,0.6583774725563711,2.879814106865288
138,25.026666,0.05097901129581595,0.6669892455942209,2.9454195880486154
139,25.135555,0.051916924262576804,0.6753114991809755,3.0135381214259924
140,25.244444,0.05329091367664497,0.683759122348863,3.0647968385229465
141,25.353333,0.05415602922094689,0.6923343782264869,3.1380838758409926
142,25.462222,0.05585684643660487,0.7008755170245187,3.1774357261823196
143,25.571111,0.05716114025088212,0.7095862989936846,3.2346000095154244
144,25.68,0.058568251057912184,0.7183398233585955,3.2882875933400624
145,25.788888,0.06035227742453765,0.7272822345361893,3.330591266761606
146,25.897777,0.06224444326265156,0.736248805280026,3.369989127202005
147,26.006666,0.06352469406984862,0.7454094867059489,3.4331854019828008
148,26.115555,0.0641756965383748,0.7546481240049655,3.518036980053435
149,26.224444,0.06549984803590872,0.7639783851968205,3.580419968084598
150,26.333333,0.06668090345623477,0.7734688046134425,3.6488486730867193
151,26.442222,0.06792287048983345,0.7829725087283766,3.714850115889826
152,26.551111,0.06950162507064275,0.7926127107888126,3.7712458565519835
153,26.66,0.07064760828140405,0.8023737493514473,3.842046916588915
154,26.768888,0.0721512478037853,0.8122929294087584,3.903034227302663
155,26.877777,0.07294302515329876,0.8223337588593504,3.986043536164649
156,26.986666,0.07409654317452981,0.8325094657024382,4.058793866848456
157,27.095555,0.07521740494046279,0.8428535054915478,4.133450219138536
158,27.204444,0.07646756096694367,0.8532170010992175,4.203803821171788
159,27.313333,0.0776306362465732,0.8638824227912112,4.278927024293454
160,27.422222,0.07849374887448698,0.8746766129738726,4.362774933285022
161,27.531111,0.08002331039231228,0.8855119055461864,4.427805525291922
162,27.64,0.08160636503116094,0.8966045827048615,4.493398917666662
163,27.748888,0.08271859621932098,0.9078803112995042,4.572556179937448
164,27.857777,0.08406997955905142,0.9192177857396875,4.645163667460063
165,27.966666,0.08528928552786154,0.930833676367501,4.722969360709748
166,28.075555,0.08583457460145817,0.9426682185034289,4.818866011437722
167,28.184444,0.0871747090059777,0.9545788920124726,4.894284005494456
168,28.293333,0.08887530652213282,0.9666871458307699,4.961813317285412
169,28.402222,0.08994130854229732,0.9789486081371424,5.0454018560942835
170,28.511111,0.09068569245154859,0.9914611166844985,5.13781986506872
171,28.62,0.09179429408907341,1.0042963571857524,5.223159316179013
172,28.728888,0.092763195463839,1.017185251669749,5.3111225898955725
173,28.837777,0.0938003474032859,1.0304403203231918,5.399434644751903
174,28.946666,0.09514149719745123,1.0437991244295117,5.480488657264448
175,29.055555,0.09624616368750409,1.0575086635299775,5.5687615404007085
176,29.164444,0.09705173427656152,1.0713241550773647,5.663401438324242
177,29.273333,0.09854400144387176,1.0854100544156748,5.743725839189461
178,29.382222,0.1000692655431395,1.0999174764426416,5.82569848948865
179,29.491111,0.10066294197439152,1.1145407068765518,5.927570606142222
180,29.6,0.10121317220536995,1.129573115055797,6.032101760689596
181,29.708888,0.10299201029045586,1.1448150884682995,6.110689218450693
182,29.817777,0.10451321904918952,1.1604341545520422,6.196553932423703
183,29.926666,0.10549520457946407,1.1763823553296753,6.294806443862699
184,30.035555,0.10654087038048364,1.1927012285818983,6.3930521302174945
185,30.144444,0.10780224053635874,1.2092749125063458,6.4873619266519915
186,30.253333,0.10919384185281213,1.2263702133490306,6.5814411406361835
187,30.362222,0.1084787276454552,1.2433790813965173,6.7153482170945855
188,30.471111,0.11032797612305013,1.2615607886296238,6.804735381607852
189,30.58,0.11163605534392212,1.2798275999654027,6.904007021633159
190,30.688888,0.11345926771541737,1.298522886907183,6.994792291260109
191,30.797777,0.11531530894058005,1.3177273261222475,7.0870762083473675
192,30.906666,0.11799596184289655,1.3373033010181532,7.16526260868023
193,31.015555,0.11898463225009744,1.3574046744041135,7.2767324449139466
194,31.124444,0.11748912781794103,1.3771940802586653,7.4299145461219185
195,31.233333,0.12234962972608572,1.3992012892222012,7.479590635789499
196,31.342222,0.12444893169865491,1.421023522349071,7.577069473836791
197,31.451111,0.12638917656164686,1.4435002572530076,7.679787890373586
198,31.56,0.1283965561847327,1.466572802631418,7.7833056593481995
199,31.668888,0.13001965719586772,1.4904180468187833,7.896116928714698
200,31.777777,0.13229112253941025,1.514971293429126,8.00043456485204
201,31.886666,0.13427216302287373,1.54034501695083,8.112430233628018
202,31.995555,0.13631378065448024,1.56641774880654,8.225453092562562
203,32.104444,0.1386716920873685,1.5935775032876653,8.33752472830695
204,32.213333,0.1404409299773217,1.6216261474080396,8.461546284606321
205,32.322222,0.14244442795661222,1.6504317172828065,8.583723895204466
206,32.431111,0.14499643878988916,1.6804695029747327,8.701826027708123
207,32.54,0.14745225540215465,1.7119264950224018,8.82644516970856
208,32.648888,0.1501603099530004,1.7442949766287594,8.94962282117974
209,32.757777,0.15274280587724884,1.778242917813751,9.0800179327482
210,32.866666,0.15528991041411827,1.8133535054802252,9.21393332680751
211,32.975555,0.1577707520762619,1.8500687955457422,9.353625083468241
212,33.084444,0.16039738804093104,1.8884446234571681,9.496098623808958
213,33.193333,0.16328316999077933,1.9285582305852342,9.639948012327125
214,33.302222,0.1661812567961412,1.9707407473937504,9.789679728992594
215,33.411111,0.16926992228090873,2.015100701706558,9.943036110994845
216,33.52,0.17196390281756335,2.0616292546805517,10.1070248996129
217,33.628888,0.1753055412826264,2.1104997636808003,10.268727936980895
218,33.737777,0.17883033862215578,2.1626476796661955,10.437509477577674
219,33.846666,0.1817182217785333,2.2177402959557995,10.621221360409232
220,33.955555,0.1860053192029698,2.275826250706376,10.795155230742518
221,34.064444,0.19019639561426768,2.337529310957051,10.979129894337902
222,34.173333,0.1934831307064042,2.4031556201877806,11.18242237300738
223,34.282222,0.19701524401992104,2.473907756358073,11.39517088988653
224,34.391111,0.20067308925239216,2.5493010929473114,11.615976961096907
225,34.5,0.20409694670134093,2.6310568204092193,11.853422006055165
226,34.608888,0.20807850802534997,2.7194011320197307,12.098329353986621
227,34.717777,0.2124770819492202,2.815136159287054,12.353427636325254
228,34.826666,0.21683223885844907,2.919328203430349,12.625039189451499
229,34.935555,0.2213904721354945,3.0336524769231663,12.91352193305973
230,35.044444,0.22549188972721054,3.15870460600136,13.224525642767306
231,35.153333,0.22971524482403158,3.2978267118026516,13.558607539470461
232,35.262222,0.2338154639463876,3.4521220605081404,13.917356708512397
233,35.371111,0.23793403585566858,3.622684911470142,14.29832838909805
234,35.48,0.24241158373913432,3.8107196896772884,14.697373234401681
235,35.588888,0.24693669065813548,4.019723214465663,15.120994881080653
236,35.697777,0.25119250121290326,4.246131187578098,15.559834806299675
237,35.806666,0.2556328186297842,4.490524512591384,16.007858385512762
238,35.915555,0.25969693237491304,4.736585927033523,16.43697430797358
239,36.024444,0.26484989688150345,4.966207391077403,16.805497997741167
240,36.133333,0.26875660727523754,5.136900247400691,17.06722689623117
241,36.242222,0.2745687457984548,5.215556744564404,17.152757997077543
242,36.351111,0.279457376408078,5.179692889410672,17.054502325165366
243,36.46,0.28464014617140243,5.046879115690401,16.788977281405298
244,36.568888,0.28968283902855363,4.849750720530786,16.404774484100592
245,36.677777,0.29499398491297796,4.625952721714885,15.954957994540749
246,36.786666,0.30044850038591686,4.401284102546559,15.48273785944807
247,36.895555,0.30534802840441383,4.188687634204049,15.01758389196775
248,37.004444,0.3104830827166243,3.9936062672587123,14.567115195477005
249,37.113333,0.31577338328722665,3.8170040074760223,14.137574716843282
250,37.222222,0.32102692725028137,3.657642299072268,13.731317314025635
251,37.331111,0.32508648332388385,3.51453841908984,13.357371340820361
252,37.44,0.32369443464545705,3.3877757342779775,13.047616896512812
253,37.548888,0.33189367979780293,3.2697585454171683,12.685318757915006
254,37.657777,0.3356693005867415,3.164870322671504,12.377560280620408
255,37.766666,0.33988905451115237,3.069847499623571,12.085650136710758
256,37.875555,0.3437791416690485,2.9822639645570566,11.809524002572731
257,37.984444,0.34843703837523465,2.902345929906193,11.544361924350707
258,38.093333,0.35186122490819904,2.8279685228007456,11.297634372024056
259,38.202222,0.3555306961185977,2.7602102425506665,11.064457746437087
260,38.311111,0.3596035167456784,2.6970375478044923,10.838620202377829
261,38.42,0.3637425123574213,2.638930843597829,10.624589872396392
262,38.528888,0.36660920630291377,2.5849544246286684,10.428040974990026
263,38.637777,0.36832822653815134,2.5345655754881067,10.246895629873226
264,38.746666,0.36953048885092604,2.487010674228245,10.07530160252852
265,38.855555,0.36989876514923703,2.442349937938707,9.915743381178503
266,38.964444,0.3709940280645292,2.400024041429888,9.757477248728346
267,39.073333,0.3714692107984295,2.359912079427275,9.60830234948199
268,39.182222,0.3724695181320655,2.3220376033172188,9.461931283946765
269,39.291111,0.3728926097928156,2.286229052534086,9.324475904296493
270,39.4,0.37392729485117066,2.252172499683369,9.188097185339505
271,39.508888,0.37464983284394204,2.219805885310114,9.058172254039054
272,39.617777,0.3756459797560888,2.189190678738788,8.931778079771288
273,39.726666,0.3751816930210028,2.159569423493406,8.816135202517556
274,39.835555,0.37625715225365547,2.131652963610221,8.696906225143387
275,39.944444,0.37560324244112414,2.104753792940062,8.59037935298006
276,40.053333,0.37521392807868315,2.079276047182404,8.486848256427344
277,40.162222,0.37422797293306315,2.0544065605073096,8.388046629271372
278,40.271111,0.3740246814367492,2.030881267608753,8.289189367012934
279,40.38,0.3739719986587694,2.008225986122336,8.192056222573347
280,40.488888,0.3740717088789959,1.9862185905825833,8.09576653125766
281,40.597777,0.37309139174419803,1.964799720783431,8.007289610998948
282,40.706666,0.3726205719747033,1.9446195646084155,7.920358875828631
283,40.815555,0.3708173908776735,1.9250915141809137,7.843227123704432
284,40.924444,0.36974399197337965,1.9061285398182544,7.763538049902953
285,41.033333,0.3674404321207025,1.8880771159345586,7.694459854035319
286,41.142222,0.36477175551472324,1.8705575502575584,7.629315471609326
287,41.251111,0.36318873381787203,1.8537445508919408,7.560335907660484
288,41.36,0.35985781064586403,1.8373005878609263,7.502949612818057
289,41.468888,0.35701880838313915,1.8213052901573512,7.4441995003085175
290,41.577777,0.35420395398949334,1.8056867537767356,7.386581218236244
291,41.686666,0.35246309827881306,1.7905888267055836,7.324349130703109
292,41.795555,0.3497545594555396,1.7758596680395535,7.269355956047152
293,41.904444,0.3470155630212461,1.761552415797413,7.216166644053518
294,42.013333,0.3447084286188024,1.747595091993225,7.161556813705957
295,42.122222,0.343487604812201,1.7337238137554156,7.1000429424957066
296,42.231111,0.3423248580955851,1.719890653846336,7.037824545537698
297,42.34,0.3412130596325271,1.7068310468781438,6.978682454306069
298,42.448888,0.33735513041348,1.694244126890578,6.939083180671079
299,42.557777,0.3320429912657477,1.6820206664561135,6.910654962563765
300,42.666666,0.32934298005312673,1.6698044091690343,6.865070015299983
301,42.775555,0.325961892601615,1.657992569435709,6.825817443429488
302,42.884444,0.3225163338635584,1.6463883583867627,6.787887158630591
303,42.993333,0.31910119658945946,1.6350299334941716,6.750871995550008
304,43.102222,0.3156867019822563,1.6240451977970287,6.715680793017253
305,43.211111,0.3127362097538502,1.6130946675937388,6.677306269172259
306,43.32,0.3087339826002881,1.6020837016437477,6.6457818690583075
307,43.428888,0.30661432164235064,1.5916809518942991,6.604158197394119
308,43.537777,0.3057806544103739,1.5813098710194167,6.553289609987635
309,43.646666,0.3033860586929857,1.5710787919102587,6.513981221600519
310,43.755555,0.30232348248921914,1.5610332812562555,6.465883838478794
311,43.864444,0.298072047003018,1.5510145736394225,6.440711320508387
312,43.973333,0.29414550110541426,1.5418037321163678,6.417770800289372
313,44.082222,0.29129048134361196,1.5325560754070016,6.386696015758146
314,44.191111,0.28885679352656596,1.5232655011692835,6.352099196262212
315,44.3,0.28616483549374944,1.5142284755923894,6.320746851024248
316,44.408888,0.28424268971383526,1.5053342914553258,6.284212578525487
317,44.517777,0.28181976156909605,1.4965850172345687,6.252170645424473
318,44.626666,0.28003360327426335,1.4880713556999199,6.2164243950690565
319,44.735555,0.2773661209706232,1.4794773613239658,6.186899416894264
320,44.844444,0.27565747310056626,1.4712574359294006,6.151924563074232
321,44.953333,0.27311935845923596,1.4630705683343277,6.123543061228716
322,45.062222,0.270581981635744,1.4550503555058425,6.096066102388237
323,45.171111,0.26840446428667925,1.4471276506067963,6.066188160159322
324,45.28,0.2660240427967277,1.439331386452173,6.038611470817534
325,45.388888,0.2639209352300877,1.4316868806850593,6.009591698555011
326,45.497777,0.2617532543595598,1.4241266713208003,5.98151195162731
327,45.606666,0.2589578464704237,1.4167520535158928,5.959731642290722
328,45.715555,0.25585698652163946,1.4094651103153677,5.9411001952783735
329,45.824444,0.25481085287652605,1.4023654943343355,5.9061347377575295
330,45.933333,0.25376899708175804,1.3953383916443076,5.87139805681366
331,46.042222,0.2513295756185586,1.3885770743504453,5.850181824478719
332,46.151111,0.24983058718781306,1.382009398460184,5.821991886455887
333,46.26,0.24800140975486917,1.3754492737790724,5.796620819189378
334,46.368888,0.24627116726318343,1.3689811059590349,5.770881240711517
335,46.477777,0.24485261689868187,1.3626935342322273,5.743440155460253
336,46.586666,0.24380013221388144,1.3565426581355848,5.71349942061126
337,46.695555,0.24281085692463847,1.3504322950437664,5.683115799332596
338,46.804444,0.2411084341451489,1.344735780156722,5.661677198173711
339,46.913333,0.2393048165491811,1.339130683231398,5.64170202186247
340,47.022222,0.23772806260374474,1.3337031878406187,5.62078152944855
341,47.131111,0.23626419409734156,1.3286006239493287,5.600899495393202
342,47.24,0.23519861790780958,1.3234278115114646,5.57683131302883
343,47.348888,0.23401975466089975,1.318751688272984,5.556997974016395
344,47.457777,0.2331717398531651,1.314010680340954,5.533598337661658
345,47.566666,0.2318552466566558,1.309486817632018,5.515937976373961
346,47.675555,0.2309853468571288,1.3052302914621807,5.495820733681427
347,47.784444,0.23005895632454065,1.3009529647378557,5.476036176899088
348,47.893333,0.22926604054333002,1.2970346276184985,5.457332762990718
349,48.002222,0.2291096612209876,1.2933611026158471,5.434178895338979
350,48.111111,0.22830169898533165,1.2897197557720828,5.417361329897692
351,48.22,0.22795409886535256,1.286440842876591,5.398559370019452
352,48.328888,0.22767503609501777,1.283500461605735,5.381343513495672
353,48.437777,0.22706493008755527,1.280914705633426,5.369653916956681
354,48.546666,0.2263413023392783,1.278539532247581,5.360464165611713
355,48.655555,0.22608624212451398,1.2764111833812501,5.34844133631406
356,48.764444,0.22558144466946775,1.2742971435091595,5.338897323488494
357,48.873333,0.22489945188432606,1.2723927169078448,5.332481506426713
358,48.982222,0.22462193416969084,1.270877566144772,5.324813457097666
359,49.091111,0.22427974411839643,1.2697213515266945,5.320218194510128
360,49.2,0.22442019185467074,1.2687399752273556,5.312142828533025
361,49.308888,0.22410710936220482,1.2677814447464462,5.308609653431934
362,49.417777,0.22384129696152882,1.2671012112000548,5.306525053504011
363,49.526666,0.22378634334420774,1.2666872896492338,5.304220354397163
364,49.635555,0.22364212451131033,1.2664026782378206,5.303668360207761
365,49.744444,0.2235333013591927,1.2663721954103495,5.304516169692841
366,49.853333,0.2235331328958712,1.2664272642688363,5.304895508448876
367,49.962222,0.22349555406774674,1.2666573037026738,5.306838191929415
368,50.071111,0.2236322326354889,1.2670799154300654,5.308408140787575
369,50.18,0.22349564342051537,1.2675793977015377,5.3131581280378715
370,50.288888,0.22366330852792563,1.2682683586975139,5.316249428021632
371,50.397777,0.22364321597889547,1.2688736869603987,5.32058918362212
372,50.506666,0.22358106059902128,1.2698865045947747,5.328123097318961
373,50.615555,0.22386552225340317,1.2707316449128403,5.331140841971469
374,50.724444,0.22405380245698228,1.2716767873453667,5.335773284615796
375,50.833333,0.22417113687373466,1.2726457970548497,5.341252479843055
376,50.942222,0.2244098950893426,1.2736536260788702,5.345816713861064
377,51.051111,0.22469460959710444,1.274581257075951,5.349387287102287
378,51.16,0.22506607769870263,1.2754884585878437,5.351980451902053
379,51.268888,0.22555524325588755,1.2763645314655208,5.353229908251779
380,51.377777,0.22605913133653155,1.277114994232307,5.353489804858205
381,51.486666,0.22645234627363975,1.2778068573266315,5.354420164866484
382,51.595555,0.2271581735059903,1.2784077075622047,5.351745766942206
383,51.704444,0.22797184510192506,1.2788977203551055,5.347310193540679
384,51.813333,0.2286849932739998,1.2793436764884916,5.34355620526715
385,51.922222,0.22984406773904065,1.279638443287137,5.334579080709934
386,52.031111,0.23082429413258673,1.2798364598466336,5.326681982150127
387,52.14,0.2321540331748304,1.2798015140639143,5.313971227492527
388,52.248888,0.23368620560063094,1.279562994786067,5.298068049601401
389,52.357777,0.23536470821812422,1.2792400219449862,5.28033404800026
390,52.466666,0.2373375777273939,1.278632035611103,5.2580790979900645
391,52.575555,0.23920544415905148,1.2777606478566856,5.235134875817431
392,52.684444,0.2412399687486615,1.276765577109911,5.209976985236405
393,52.793333,0.24371138926816405,1.275651807722226,5.180263849549326
394,52.902222,0.24665949433573872,1.2741303564632396,5.143788075891157
395,53.011111,0.2497719276897838,1.2727642791611617,5.107241433590988
396,53.12,0.25327855708740665,1.2708827207498725,5.064117382300565
397,53.228888,0.2571045219402123,1.2688878103168302,5.017915931000138
398,53.337777,0.2613210646578332,1.2666455635112173,4.967230031981278
399,53.446666,0.26561217289630723,1.2641837518278356,4.914964209989536
400,53.555555,0.270425607789002,1.2614422320283734,4.857108261969091
401,53.664444,0.27631464699385067,1.2586294763902859,4.790938435348593
402,53.773333,0.2821986905941685,1.2556291577535768,4.724452871949644
403,53.882222,0.28860928170989153,1.2522804656309758,4.652480651448224
404,53.991111,0.2958872123315955,1.2487135977594084,4.573625838085423
405,54.1,0.30349225581139677,1.2450387525499913,4.4929193177039295
406,54.208888,0.3118074702273558,1.2409161703488971,4.405416298970911
407,54.317777,0.3211718379386513,1.2368063125692748,4.312346578658545
408,54.426666,0.33122010386119194,1.2325162642943646,4.215269733731745
409,54.535555,0.3422531317873349,1.2280793035742275,4.112791093855496
410,54.644444,0.3540650629575626,1.223476100727509,4.006494429692951
411,54.753333,0.3662901823859317,1.2185601238969745,3.89781285129041
412,54.862222,0.38100115431478243,1.2135619586630417,3.776607627343711
413,54.971111,0.3964285000910477,1.2082264950908344,3.652142755590453
414,55.08,0.4130053526438318,1.2026971376532793,3.523347146290843
415,55.188888,0.4315195388903337,1.196944202716388,3.3864757870979654
416,55.297777,0.4510712579129123,1.1910350508813223,3.2472650753028027
417,55.406666,0.4721486298320819,1.1850150864807676,3.1040839195397947
418,55.515555,0.49450303820480745,1.1787328498148952,2.9574629177797425
