Frequency,S11_Magnitude,S11_Phase
31414000,0.9138719404,-131.4346869
31636000,0.9157668721,-133.7395071
31858000,0.9175832183,-136.0740839
32080000,0.9193040934,-138.431413
32302000,0.9204517117,-140.8122747
32524000,0.9221286504,-143.256636
32746000,0.9234230639,-145.6898815
32968000,0.9240743316,-148.1702089
33190000,0.9248078048,-150.6745578
33412000,0.9257013803,-153.1825143
33634000,0.9266125022,-155.7312006
33856000,0.927063943,-158.3546062
34078000,0.9277551196,-161.0386799
34300000,0.9279898511,-163.5344698
34522000,0.9280135524,-166.1050404
34744000,0.9280841777,-168.7182498
34966000,0.9281186918,-171.3140438
35188000,0.9279490882,-173.9082178
35410000,0.9275287079,-176.5176555
35632000,0.9270374619,-179.1330428
35854000,0.9264598275,178.2805117
36076000,0.9258308595,175.6760709
36298000,0.9254169802,173.0674447
36520000,0.9246420317,170.4911872
36742000,0.9239919816,167.8842757
36964000,0.9233932575,165.2583097
37186000,0.9230423743,162.6064261
37408000,0.9226880637,159.8908214
37630000,0.9218517747,157.2884371
37852000,0.919766859,154.889168
38074000,0.9180127898,152.4813471
38296000,0.9169207144,150.0183842
38518000,0.9153085522,147.486769
38740000,0.9143070249,144.9637675
38962000,0.9123675316,142.4431298
39184000,0.9109070104,139.9012755
39406000,0.9093500053,137.3569255
39628000,0.9071772109,134.8710291
39850000,0.9054393938,132.3885994
40072000,0.9026579942,129.9374163
40294000,0.8997637528,127.4578871
40516000,0.8969915651,124.8747528
40738000,0.893768266,122.359668
40960000,0.8901609022,120.1807819
41182000,0.8858781347,117.9392543
41404000,0.8812938988,115.6618944
41626000,0.8765700632,113.4140171
41848000,0.8711162338,111.1652424
42070000,0.8653170339,108.9529944
42292000,0.8586203058,106.9256925
42514000,0.8517073571,104.8323036
42736000,0.8444028581,102.7439103
42958000,0.8368767209,100.6380166
43180000,0.8288819335,98.6105008
43402000,0.8209019464,96.6736823
43624000,0.8125368062,95.13191589
43846000,0.8046195593,93.60421223
44068000,0.7969110311,92.24141519
44290000,0.7907919726,90.84854833
44512000,0.7856459568,89.50978807
44734000,0.7815295083,88.18619121
44956000,0.7784833849,86.917185
45178000,0.7764963647,85.6624833
45400000,0.7756816153,84.35970436
45622000,0.7756692073,83.1163759
45844000,0.7765087758,81.89059892
46066000,0.7775424976,80.73914364
46288000,0.7792429714,79.41510035
46510000,0.7810580588,78.07794762
46732000,0.7834928504,76.60053743
46954000,0.7860346951,75.17569487
47176000,0.7879359481,73.85096372
47398000,0.7898614254,72.5024507
47620000,0.7919141135,71.09997054
47842000,0.7938159307,69.65567628
48064000,0.7960649681,68.09544984
48286000,0.7984346889,66.5083109
48508000,0.7991926288,65.25854411
48730000,0.801020584,63.73722044
48952000,0.8027942449,62.18229532
49174000,0.8034568176,60.80455771
49396000,0.8045784179,59.35218788
49618000,0.8057588418,57.89761708
49840000,0.806701202,56.40566382
50062000,0.8076182671,54.97119302
50284000,0.8086154499,53.52604009
50506000,0.8091262511,52.08743371
50728000,0.8104065527,50.59147133
50950000,0.8110374499,49.16628331
51172000,0.8116419996,47.68978132
51394000,0.8126846345,46.25425263
51616000,0.8129739882,44.95744605
51838000,0.8134321513,43.6007012
52060000,0.8139887078,42.31584357
52282000,0.8152672414,40.95319916
52504000,0.8166557096,39.52546771
52726000,0.818002445,38.05063754
52948000,0.8197076262,36.54109461
53170000,0.8209334898,35.282368
53392000,0.8226637311,33.86718844
53614000,0.824785696,32.33364591
53836000,0.8273485011,30.88431535
54058000,0.8294962436,29.48133493
54280000,0.8323253501,27.91053689
54502000,0.8347947294,26.54156371
54724000,0.8380942918,24.9179945
54946000,0.841350597,23.27052278
55168000,0.8449528923,21.68615767
55390000,0.848431912,20.0638015
55612000,0.8523587748,18.22815948
55834000,0.8560956383,16.65925618
56056000,0.8607417218,14.63375309
56278000,0.8651353636,12.750631
56500000,0.8702869813,10.67380974
56722000,0.8752539544,8.740645057
56944000,0.8803388611,6.586183375
57166000,0.8857741347,4.196390853
57388000,0.8911260758,1.651414255
57610000,0.8975464968,-1.066342919
57832000,0.9031078978,-3.803715484
58054000,0.9086466087,-6.878871279
58276000,0.915004988,-10.25818843
58498000,0.9203195459,-13.77556122
58720000,0.925284006,-17.62371819
58942000,0.9296383996,-21.88598439
59164000,0.9335727268,-26.62080939
59386000,0.9360056022,-31.8504638
59608000,0.9376917884,-37.74385593
59830000,0.9348436348,-44.30175765
60052000,0.9297563995,-51.73792774
60274000,0.9188628828,-60.18868788
60496000,0.9009449717,-69.84846691
60718000,0.8752579002,-80.84698582
60940000,0.8399513071,-93.38824227
61162000,0.794926425,-107.522241
61384000,0.7417322089,-123.2395827
61606000,0.6851663857,-140.4769756
61828000,0.630959367,-158.9719242
62050000,0.6012362841,-179.4535928
62272000,0.5568991272,162.5476374
62494000,0.542131325,144.237884
62716000,0.5406621739,127.4367247
62938000,0.5485640803,112.5743185
63160000,0.5622053751,99.6448102
63382000,0.578467483,88.45409857
63604000,0.595326309,78.83001161
63826000,0.6123170844,70.42804258
64048000,0.6280507944,62.91664303
64270000,0.6423745443,56.13170437
64492000,0.6555164157,50.08390128
64714000,0.6673405724,44.4592401
64936000,0.6777185187,39.21049275
65158000,0.6868095544,34.26036571
65380000,0.6944845361,29.53253739
65602000,0.7013122801,24.95406813
65824000,0.7073761278,20.51520942
66046000,0.7120273515,16.19155622
66268000,0.7154642559,11.86089025
66490000,0.718677311,7.486912641
66712000,0.7216222438,3.024410355
66934000,0.7234675484,-1.443725909
67156000,0.7239351442,-6.212105103
67378000,0.7239805738,-11.20139591
67600000,0.7218736205,-16.58299493
67822000,0.7184689443,-22.43533469
68044000,0.7120708805,-28.87443658
68266000,0.701280075,-35.84693495
68488000,0.6876245493,-43.36800764
68710000,0.6723494325,-51.60599238
68932000,0.6570035219,-60.83486223
69154000,0.6422693027,-71.36143079
69376000,0.628953517,-83.57219323
69598000,0.6184122781,-97.70706715
69820000,0.6134393222,-113.9348695
70042000,0.6173341948,-132.1980146
70264000,0.6335748433,-151.9306078
70486000,0.6624144041,-172.2554509
70708000,0.7015794186,167.7756511
70930000,0.7456736982,149.0713497
71152000,0.7890435804,132.1013555
71374000,0.8273631375,117.0185175
71596000,0.8590805199,103.8489997
71818000,0.8841521949,92.33534806
72040000,0.9034586505,82.27298539
72262000,0.9180383217,73.46684206
72484000,0.9287485568,65.67473208
72706000,0.9363174525,58.7227394
72928000,0.9423044174,52.47991344
73150000,0.9467738168,46.78518687
73372000,0.9500181832,41.51663704
73594000,0.9526170692,36.63024564
73816000,0.9544342005,31.99166418
74038000,0.9559631908,27.57651092
74260000,0.9570334345,23.251757
74482000,0.9574657471,18.97071577
74704000,0.9570622484,14.59907988
74926000,0.9549920992,10.02969317
75148000,0.950620704,5.094573752
75370000,0.9408732071,-0.5808135632
75592000,0.9193483412,-7.533024935
75814000,0.868365099,-16.82217001
76036000,0.7390164052,-29.97454813
76258000,0.4367352472,-42.79238405
76480000,0.2443869885,16.36066178
76702000,0.5260125293,30.90368373
76924000,0.6934399056,22.88624386
77146000,0.7782665919,15.67735588
77368000,0.8251393403,9.904598496
77590000,0.8537355312,5.138927183
77812000,0.8721687305,0.9772992628
78034000,0.8849401191,-2.765058891
78256000,0.8940961255,-6.219194271
78478000,0.9009664511,-9.486132667
78700000,0.906277335,-12.62644835
78922000,0.9102570693,-15.65919295
79144000,0.9133510609,-18.64505477
79366000,0.9158592742,-21.59510182
79588000,0.9177817717,-24.52584246
79810000,0.9194455113,-27.47307355
80032000,0.9205924903,-30.42567678
80254000,0.9217531148,-33.42653528
80476000,0.9223708073,-36.43831249
80698000,0.9229719463,-39.50571244
80920000,0.9232757542,-42.64379876
81142000,0.9235021426,-45.88314311
81364000,0.9233973812,-49.20155238
81586000,0.9229152928,-52.62932515
81808000,0.9223971387,-56.18394159
82030000,0.9215330642,-59.82799452
82252000,0.9211213352,-63.66429818
82474000,0.919819581,-67.64852477
82696000,0.9187154242,-71.83055369
82918000,0.9180999843,-76.24261371
83140000,0.9169468109,-80.94000868
83362000,0.9153735828,-85.85474419
83584000,0.9138130681,-91.15856736
83806000,0.9116692584,-96.80247446
84028000,0.9094461789,-102.8923434
84250000,0.9065111912,-109.4695373
84472000,0.9033913199,-116.6406918
84694000,0.8995197997,-124.4723862
84916000,0.8948877544,-133.0892885
85138000,0.8894821938,-142.6361533
85360000,0.8829503022,-153.2783403
85582000,0.8754664567,-165.2270702
85804000,0.8667625832,-178.7265326
86026000,0.8570116389,166.0166182
86248000,0.8466927003,148.7540702
86470000,0.8363541164,129.3361743
86692000,0.8277582071,107.8540513
86914000,0.822559496,84.639409
87136000,0.8224978486,60.3860656
87358000,0.8297099515,36.07919448
87580000,0.8558789495,12.35826628
87802000,0.8572192098,-15.0336606
88024000,0.8232504875,-34.31125276
88246000,0.8255348245,-52.84688565
88468000,0.8280786274,-70.31109307
88690000,0.8287620196,-86.59647286
88912000,0.8274590491,-101.7500683
89134000,0.8254765445,-115.9226767
89356000,0.8223015576,-129.2080006
89578000,0.8189332419,-141.7175899
89800000,0.8154005771,-153.483539
90022000,0.8116197955,-164.6058668
90244000,0.8082276424,-175.0621184
90466000,0.8049946182,175.0158305
90688000,0.8019279207,165.6726512
90910000,0.7989777067,156.8205423
91132000,0.7959280822,148.4565404
91354000,0.7929600513,140.5166956
91576000,0.7898233061,132.9993222
91798000,0.7863847929,125.8356805
92020000,0.7821603849,119.0021538
92242000,0.7774053748,112.471364
92464000,0.7710771101,106.1444054
92686000,0.763851107,100.0880803
92908000,0.7547800085,94.13953915
93130000,0.7435651851,88.35325343
93352000,0.7297923216,82.57446322
93574000,0.7125724259,76.79135537
93796000,0.6903164047,70.84313583
94018000,0.660849082,64.6034967
94240000,0.6206258334,57.88699241
94462000,0.5642751384,50.44892302
94684000,0.4820221023,42.07745416
94906000,0.3606861779,33.21059457
95128000,0.1867870017,29.5305263
95350000,0.1024536169,124.5376311
95572000,0.3536735995,137.8793374
95794000,0.5812128048,124.095165
96016000,0.7311219128,110.122008
96238000,0.8154388415,98.67053695
96460000,0.8594338589,89.589013
96682000,0.8816008498,82.33621844
96904000,0.8920813726,76.43047306
97126000,0.8964725832,71.45408519
97348000,0.8982899215,67.21043264
97570000,0.8984924617,63.5149875
97792000,0.8986951214,60.19008251
98014000,0.8992330254,57.23220249
98236000,0.9005766229,54.4670349
98458000,0.9030089463,51.85546963
98680000,0.9063304482,49.34102334
98902000,0.9102105189,46.87265904
99124000,0.9144637379,44.37794121
99346000,0.9188777315,41.82852804
99568000,0.9225163474,39.24631719
99790000,0.9259909882,36.57840876
100012000,0.9280117355,33.79682426
100234000,0.9294009409,30.86622013
100456000,0.9285896029,27.73075307
100678000,0.9252955262,24.28466599
100900000,0.9184847558,20.35622688
101122000,0.9041633154,15.76193493
101344000,0.8763398217,10.11095021
101566000,0.8200722269,2.825692188
101788000,0.7045938151,-6.316711484
102010000,0.4884928356,-13.32867624
102232000,0.2752276144,12.60991451
102454000,0.4100415506,48.88360053
102676000,0.5915617409,48.87921505
102898000,0.7026922912,43.73054053
103120000,0.7679737498,38.84301363
103342000,0.8077933434,34.66957197
103564000,0.8336012591,31.1427409
103786000,0.8507253558,28.11101478
104008000,0.8625549845,25.41951464
104230000,0.8706964756,22.94901846
104452000,0.8765241344,20.6695584
104674000,0.8801187538,18.50612676
104896000,0.8822764276,16.4125695
105118000,0.8817212199,14.26271956
105340000,0.8759388409,12.04122532
105562000,0.8550389408,9.752144482
105784000,0.8159384483,10.20164053
106006000,0.8447035882,11.70567964
106228000,0.8695077375,10.07514659
106450000,0.8786769942,8.193639429
106672000,0.882071313,6.481819331
106894000,0.8830723457,4.850243903
107116000,0.8832241048,3.326419567
107338000,0.8823053463,1.81528006
107560000,0.8808818882,0.336071766
107782000,0.8789894529,-1.120372776
108004000,0.876532415,-2.575493635
108226000,0.8736819898,-4.02424645
108448000,0.8700586964,-5.519201735
108670000,0.8659397002,-7.069968075
108892000,0.8611532168,-8.597153652
109114000,0.8551222607,-10.1993487
109336000,0.8482680502,-11.88056878
109558000,0.8403454899,-13.59911806
109780000,0.8306895464,-15.38079129
110002000,0.818970699,-17.25313944
110224000,0.8050998442,-19.28880473
110446000,0.7880821218,-21.45125431
110668000,0.7670871357,-23.76210022
110890000,0.7408343303,-26.2620339
111112000,0.7077977185,-28.97635274
111334000,0.6658073041,-31.81085455
111556000,0.6120768194,-34.63909876
111778000,0.5442263088,-37.08749185
112000000,0.4613210776,-38.15733182
112222000,0.3683091452,-36.14364027
112444000,0.2363012729,-22.2459741
112666000,0.2836456332,12.63834714
112888000,0.395475765,24.90768288
113110000,0.522831614,26.38596219
113332000,0.6337141567,23.45555058
113554000,0.7204110802,19.24207876
113776000,0.7852143933,14.90378689
113998000,0.8323058316,10.80289712
114220000,0.8664118237,7.085937752
114442000,0.890822902,3.722441983
114664000,0.9085809031,0.6841587187
114886000,0.9216126577,-2.041840439
115108000,0.9310381898,-4.530356079
115330000,0.9380553419,-6.824372296
115552000,0.943276194,-8.957251489
115774000,0.9472994511,-10.92371691
115996000,0.9505513792,-12.81219954
116218000,0.9530718181,-14.56642246
116440000,0.9555679736,-16.29814483
116662000,0.9573460748,-18.00357221
116884000,0.9584098599,-19.65913336
117106000,0.9584930885,-21.27517945
117328000,0.9581963523,-22.86692157
117550000,0.9577362945,-24.41535423
117772000,0.9571679943,-25.91859656
117994000,0.9562490203,-27.41481582
118216000,0.9552558375,-28.9499303
118438000,0.9542655077,-30.47847804
118660000,0.9526475289,-32.00946396
118882000,0.9509875672,-33.57926021
119104000,0.9489878653,-35.25085974
119326000,0.9467630278,-36.93178552
119548000,0.9433901516,-38.72742448
119770000,0.9391273258,-40.62664662
119992000,0.9332077679,-42.71122475
120214000,0.9259490027,-45.01792481
120436000,0.9146134912,-47.53723344
120658000,0.8979737652,-50.44691142
120880000,0.8721703001,-53.80652138
121102000,0.8310836696,-57.62017005
121324000,0.7651936979,-61.61544794
121546000,0.6667240759,-64.36479475
121768000,0.5532915507,-62.00789495
121990000,0.4849957552,-52.28244933
122212000,0.4786576427,-39.73790679
122434000,0.5581766988,-29.17245395
122656000,0.6650848764,-28.50818766
122878000,0.7359863788,-31.25068321
123100000,0.7820658223,-34.48033496
123322000,0.8074566449,-37.13118216
123544000,0.8258406996,-39.70856971
123766000,0.8378809917,-42.0647635
123988000,0.846011083,-44.2704799
124210000,0.8505417464,-46.32833215
124432000,0.8531242757,-48.31878023
124654000,0.8538816613,-50.19745973
124876000,0.85306452,-51.99859418
125098000,0.8509849383,-53.75054091
125320000,0.8470658743,-55.44438949
125542000,0.8427020001,-56.99261683
125764000,0.8372035925,-58.34762511
125986000,0.8329058071,-59.40711082
126208000,0.8329008521,-59.95882407
126430000,0.8496498798,-60.10232709
126652000,0.8949572013,-61.39777096
126874000,0.9328662775,-65.50049253
127096000,0.9386223461,-69.94949725
127318000,0.9368327014,-73.93064404
127540000,0.9340347171,-77.9429054
127762000,0.9279900966,-82.33228198
127984000,0.9163455259,-87.08354115
128206000,0.8984371415,-92.13529153
128428000,0.8750883379,-97.5347531
128650000,0.8461736808,-103.3882673
128872000,0.8102554237,-109.8306026
129094000,0.765080448,-117.017102
129316000,0.7077821738,-125.1296897
129538000,0.6325159833,-134.101505
129760000,0.5322700902,-143.1816223
129982000,0.4077545219,-148.0737189
130204000,0.3413582006,-135.8265175
130426000,0.5073286886,-134.4064753
130648000,0.6721878818,-165.3343256
130870000,0.6983888883,157.1642477
131092000,0.6872668696,121.3852937
131314000,0.6962670637,89.50341203
131536000,0.7273599477,62.75385326
131758000,0.7672403254,41.11907845
131980000,0.8052708634,23.67556076
132202000,0.8368479125,9.413274273
132424000,0.8611818278,-2.471761257
132646000,0.8784128888,-12.62101572
132868000,0.8896538113,-21.44351654
133090000,0.8961209338,-29.3171463
133312000,0.8984693477,-36.44317926
133534000,0.8975780551,-43.00404765
133756000,0.8945543123,-49.20999718
133978000,0.8897470539,-55.16323335
134200000,0.8847829046,-61.07119017
134422000,0.8793583394,-67.16784362
134644000,0.8741956946,-73.76190234
134866000,0.8686511216,-81.24375558
135088000,0.8614297348,-90.24778094
135310000,0.849821933,-101.853513
135532000,0.8277982632,-118.2065807
135754000,0.77962068,-144.0901872
135976000,0.6738950068,169.0308491
136198000,0.5607487671,85.44626633
136420000,0.6089258031,1.449738065
136642000,0.6389979262,-56.99675784
136864000,0.5354416333,-123.8456064
137086000,0.3757189399,119.6544866
137308000,0.427953929,44.5073727
137530000,0.5554782589,25.23499024
137752000,0.749330491,6.657920544
137974000,0.8506504947,-11.21992951
138196000,0.888293155,-24.69694063
138418000,0.900594701,-35.07761712
138640000,0.9014708965,-43.61216578
138862000,0.895777269,-51.12676461
139084000,0.884041766,-58.10869974
139306000,0.8642876783,-65.0205184
139528000,0.8320187188,-72.17453087
139750000,0.7782498097,-79.8980894
139972000,0.6837375919,-88.06664715
140194000,0.5254360936,-93.15996142
140416000,0.4049386515,-77.81137411
140638000,0.4762148351,-72.70397598
140860000,0.3954206785,-72.17208778
141082000,0.4073267623,-52.11986609
141304000,0.5393315171,-46.38927002
141526000,0.6532928133,-50.14848829
141748000,0.7297763014,-55.76047966
141970000,0.7800241399,-61.38982661
142192000,0.8127234725,-66.70608736
142414000,0.8343022326,-71.76749952
142636000,0.8483948382,-76.67577187
142858000,0.8564832853,-81.5973935
143080000,0.8589259299,-86.72104111
143302000,0.8539581413,-92.43484527
143524000,0.8349229542,-99.28242151
143746000,0.770463391,-108.5020999
143968000,0.543649791,-113.4955424
144190000,0.636921536,-89.98436152
144412000,0.7600743593,-103.970498
144634000,0.6752775247,-124.8731687
144856000,0.1246549069,-107.7932771
145078000,0.6990516146,-71.50428883
145300000,0.8317003224,-91.64681004
145522000,0.8607042549,-104.2904673
145744000,0.8640147255,-115.4833095
145966000,0.8495702682,-128.244817
146188000,0.8017532986,-146.3969642
146410000,0.6483741509,179.9804635
146632000,0.3143400793,89.4230663
146854000,0.5016191101,-29.81940214
147076000,0.6891117004,-67.02261838
147298000,0.7647553841,-85.1350506
147520000,0.7988095726,-96.71612097
147742000,0.8162112744,-105.3493809
147964000,0.8254672962,-112.5039847
148186000,0.830350297,-118.853258
148408000,0.832567996,-124.7126473
148630000,0.8333888569,-130.3395436
148852000,0.833070616,-135.8835232
149074000,0.8315846744,-141.4559753
149296000,0.8296075024,-147.1706359
149518000,0.8270960786,-153.1201897
149740000,0.8236141954,-159.408521
149962000,0.8195904177,-166.1698824
150184000,0.8147515894,-173.5589027
150406000,0.8083615053,178.1553172
150628000,0.8004894553,168.6244123
150850000,0.790039637,157.3234619
151072000,0.7758476222,143.3079446
151294000,0.7546102183,125.0221388
151516000,0.721355969,99.60318681
151738000,0.6711938048,62.3193964
151960000,0.6184467325,9.266280555
152182000,0.6052198149,-50.97007523
152404000,0.6222968871,-100.6798301
152626000,0.6295282952,-136.9901889
152848000,0.6163300439,-165.4190795
153070000,0.5824044325,169.2413758
153292000,0.5265191179,143.4059426
153514000,0.4464702392,113.5773128
153736000,0.3448920202,75.92903143
153958000,0.2614875898,34.21594002
154180000,0.3450317148,-7.708861141
154402000,0.48946188,-55.06995575
154624000,0.5988722311,-89.99146595
154846000,0.6703310593,-115.7940341
155068000,0.7100492487,-136.0410821
155290000,0.7200097509,-152.6123246
155512000,0.6973733917,-164.886231
155734000,0.7217297653,-171.0145024
155956000,0.7900246787,178.0447169
156178000,0.8166820382,166.006804
156400000,0.8247753067,154.8628827
156622000,0.8256620947,144.3103139
156844000,0.8228413565,134.0229999
157066000,0.817908365,123.7208044
157288000,0.8108687818,113.0089994
157510000,0.8007942205,101.3765849
157732000,0.7851300074,87.91403577
157954000,0.7549688236,70.8846162
158176000,0.6878747813,46.15586806
158398000,0.5313235788,2.192606444
158620000,0.3601669128,-94.0077865
158842000,0.5334776971,174.9964384
159064000,0.6807944491,133.8950338
159286000,0.748064479,109.538054
159508000,0.7802509286,91.44757683
159730000,0.7953915673,75.7715116
159952000,0.7993310848,60.5961112
160174000,0.791495559,44.38970938
160396000,0.7643711479,25.52138779
160618000,0.7016532618,1.747459012
160840000,0.5887757899,-30.08404728
161062000,0.4720836026,-77.0321014
161284000,0.4768315181,-149.5024666
161506000,0.5988167527,145.1881587
161728000,0.6871872738,104.3179259
161950000,0.7265065611,76.88565436
162172000,0.72894663,55.15901307
162394000,0.6818588958,35.69799725
162616000,0.550682359,22.18855134
162838000,0.5303483591,27.78862808
163060000,0.661288436,16.82906199
163282000,0.7131313849,-2.328455232
163504000,0.7132905605,-22.99498171
163726000,0.6866728216,-45.26986523
163948000,0.6463178096,-69.79821079
164170000,0.6035792614,-96.71862147
164392000,0.5712595817,-125.4214661
164614000,0.5584905113,-154.3543315
164836000,0.5661862557,178.4813645
165058000,0.5879576053,154.2528398
165280000,0.6158324799,133.1684756
165502000,0.6432685715,114.6741003
165724000,0.6659182865,97.90950342
165946000,0.6803693389,81.97261645
166168000,0.6797752852,65.20795805
166390000,0.6258669781,42.34598918
166612000,0.2695405638,57.39761558
166834000,0.4444004217,59.14509651
167056000,0.5649143994,57.37004062
167278000,0.7298165624,37.58168888
167500000,0.7876579386,8.417132044
167722000,0.7565851516,-31.91644497
167944000,0.6432822125,-96.18678052
168166000,0.5887250672,178.3874967
168388000,0.6456120762,114.191169
168610000,0.6696323032,72.31202125
168832000,0.6221246072,36.30028219
169054000,0.4733567061,-8.030691392
169276000,0.2782251795,-91.37713109
169498000,0.413785385,170.1659248
169720000,0.6141213243,126.7069566
169942000,0.7289411316,102.2874927
170164000,0.7915381512,85.83294789
170386000,0.8279984692,73.51784716
170608000,0.8503909957,63.55180496
170830000,0.8650001136,54.9560524
171052000,0.874281137,47.1937188
171274000,0.8792144756,39.83358355
171496000,0.8797277003,32.43837897
171718000,0.8739819372,24.532081
171940000,0.8555393687,15.20585504
172162000,0.8031752917,2.563624778
172384000,0.6361010688,-18.0070833
172606000,0.1251379232,-34.19360637
172828000,0.5227250618,65.55086771
173050000,0.766650529,43.10739748
173272000,0.8356244765,26.79841118
173494000,0.8179865663,19.45896519
173716000,0.8414178815,12.04375422
173938000,0.8451873854,3.806304772
174160000,0.8305037544,-5.7151526
174382000,0.7828808926,-18.30860427
174604000,0.6386124009,-39.03329935
174826000,0.1686602789,-87.57744231
175048000,0.56391629,53.58072684
175270000,0.7986249471,14.17640209
175492000,0.4919931731,-12.42243011
175714000,0.6026159318,23.83032446
175936000,0.7739117584,12.78551247
176158000,0.8311453056,3.320344385
176380000,0.8552430605,-4.445709124
176602000,0.8652636402,-11.47186261
176824000,0.865790505,-18.24565305
177046000,0.8561319208,-25.06805631
177268000,0.8350710193,-31.97897161
177490000,0.7989122924,-38.89585714
177712000,0.7331154836,-44.10350144
177934000,0.7478246598,-43.74681418
178156000,0.8300279958,-54.97259452
178378000,0.8080125239,-74.30063631
178600000,0.6136055477,-103.1697974
178822000,0.09341163757,-162.9918681
179044000,0.5935423836,-19.08990267
179266000,0.7675419094,-56.40872345
